candidate_id,trt_layer_name,onnx_node_name,onnx_node_index,op_type,input_0,input_1,output,input_0_shape,input_1_shape,output_shape,dtype,decoder_layer,runtime_context,historical_calls,historical_total_time,historical_mean_time,historical_measurement_boundary,source_artifact,confidence,notes
P6A_001,/MatMul_myl0_15,/MatMul,3,MatMul,/Add_output_0'.1[16x1x128],shuffle_output_/Reshape_4 _ /Transpose_3_first_transpose_output.1[16x128x-1],__mye567707[16x1x-1],16x1x128,16x128x-1,16x1x-1,Half/Half->Half,0,SHARED_SEMANTIC_PREFILL_FUSED_DECODE_STANDALONE,11,55060192 ns,5005472.000 ns,PHASE3C_MIXED_PERSISTENT_NSYS_NVTX_KERNEL_MAPPING_ALL_TRACE,results/phase4a_operator_attribution/20260904T134556Z/runtime_nvtx_kernel_mapping.csv,HIGH,kernel rows=2; kernels=trt_ampere_h16816gemm_128x64_ldg8_nn_v1;sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt; tactic-consistent time=75840 ns
P6A_002,/MatMul_1_myl0_18,/MatMul_1,1,MatMul,/Softmax_output'.1[16x1x-1],/Expand_1_output_0'.1[16x-1x128],__myln_k_arg__bb1_2688[16x1x128],16x1x-1,16x-1x128,16x1x128,Half/Half->Half,0,SHARED_SEMANTIC_PREFILL_FUSED_DECODE_STANDALONE,4,131328 ns,32832.000 ns,PHASE3C_MIXED_PERSISTENT_NSYS_NVTX_KERNEL_MAPPING_ALL_TRACE,results/phase4a_operator_attribution/20260904T134556Z/runtime_nvtx_kernel_mapping.csv,HIGH,kernel rows=1; kernels=sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt; tactic-consistent time=131328 ns
P6A_033,/MatMul_32_myl0_415,/MatMul_32,32,MatMul,/Add_64_output_0'.1[16x1x128],shuffle_output_/Reshape_132 _ /Transpose_83_first_transpose_output.1[16x128x-1],__mye569611[16x1x-1],16x1x128,16x128x-1,16x1x-1,Half/Half->Half,16,SHARED_SEMANTIC_PREFILL_FUSED_DECODE_STANDALONE,4,98048 ns,24512.000 ns,PHASE3C_MIXED_PERSISTENT_NSYS_NVTX_KERNEL_MAPPING_ALL_TRACE,results/phase4a_operator_attribution/20260904T134556Z/runtime_nvtx_kernel_mapping.csv,HIGH,kernel rows=1; kernels=sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt; tactic-consistent time=98048 ns
P6A_034,/MatMul_33_myl0_418,/MatMul_33,33,MatMul,/Softmax_16_output'.1[16x1x-1],/Expand_33_output_0'.1[16x-1x128],__myln_k_arg__bb1_3082[16x1x128],16x1x-1,16x-1x128,16x1x128,Half/Half->Half,16,SHARED_SEMANTIC_PREFILL_FUSED_DECODE_STANDALONE,4,158144 ns,39536.000 ns,PHASE3C_MIXED_PERSISTENT_NSYS_NVTX_KERNEL_MAPPING_ALL_TRACE,results/phase4a_operator_attribution/20260904T134556Z/runtime_nvtx_kernel_mapping.csv,HIGH,kernel rows=1; kernels=sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt; tactic-consistent time=158144 ns
P6A_035,/MatMul_34_myl0_440,/MatMul_34,34,MatMul,/Add_68_output_0'.1[16x1x128],shuffle_output_/Reshape_140 _ /Transpose_88_first_transpose_output.1[16x128x-1],__mye569730[16x1x-1],16x1x128,16x128x-1,16x1x-1,Half/Half->Half,17,SHARED_SEMANTIC_PREFILL_FUSED_DECODE_STANDALONE,4,96352 ns,24088.000 ns,PHASE3C_MIXED_PERSISTENT_NSYS_NVTX_KERNEL_MAPPING_ALL_TRACE,results/phase4a_operator_attribution/20260904T134556Z/runtime_nvtx_kernel_mapping.csv,HIGH,kernel rows=1; kernels=sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt; tactic-consistent time=96352 ns
P6A_036,/MatMul_35_myl0_443,/MatMul_35,35,MatMul,/Softmax_17_output'.1[16x1x-1],/Expand_35_output_0'.1[16x-1x128],__myln_k_arg__bb1_3107[16x1x128],16x1x-1,16x-1x128,16x1x128,Half/Half->Half,17,SHARED_SEMANTIC_PREFILL_FUSED_DECODE_STANDALONE,4,156352 ns,39088.000 ns,PHASE3C_MIXED_PERSISTENT_NSYS_NVTX_KERNEL_MAPPING_ALL_TRACE,results/phase4a_operator_attribution/20260904T134556Z/runtime_nvtx_kernel_mapping.csv,HIGH,kernel rows=1; kernels=sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt; tactic-consistent time=156352 ns
P6A_037,/MatMul_36_myl0_465,/MatMul_36,36,MatMul,/Add_72_output_0'.1[16x1x128],shuffle_output_/Reshape_148 _ /Transpose_93_first_transpose_output.1[16x128x-1],__mye569849[16x1x-1],16x1x128,16x128x-1,16x1x-1,Half/Half->Half,18,SHARED_SEMANTIC_PREFILL_FUSED_DECODE_STANDALONE,4,98720 ns,24680.000 ns,PHASE3C_MIXED_PERSISTENT_NSYS_NVTX_KERNEL_MAPPING_ALL_TRACE,results/phase4a_operator_attribution/20260904T134556Z/runtime_nvtx_kernel_mapping.csv,HIGH,kernel rows=1; kernels=sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt; tactic-consistent time=98720 ns
P6A_038,/MatMul_37_myl0_468,/MatMul_37,37,MatMul,/Softmax_18_output'.1[16x1x-1],/Expand_37_output_0'.1[16x-1x128],__myln_k_arg__bb1_3132[16x1x128],16x1x-1,16x-1x128,16x1x128,Half/Half->Half,18,SHARED_SEMANTIC_PREFILL_FUSED_DECODE_STANDALONE,4,158048 ns,39512.000 ns,PHASE3C_MIXED_PERSISTENT_NSYS_NVTX_KERNEL_MAPPING_ALL_TRACE,results/phase4a_operator_attribution/20260904T134556Z/runtime_nvtx_kernel_mapping.csv,HIGH,kernel rows=1; kernels=sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt; tactic-consistent time=158048 ns
P6A_039,/MatMul_38_myl0_490,/MatMul_38,38,MatMul,/Add_76_output_0'.1[16x1x128],shuffle_output_/Reshape_156 _ /Transpose_98_first_transpose_output.1[16x128x-1],__mye569968[16x1x-1],16x1x128,16x128x-1,16x1x-1,Half/Half->Half,19,SHARED_SEMANTIC_PREFILL_FUSED_DECODE_STANDALONE,4,95936 ns,23984.000 ns,PHASE3C_MIXED_PERSISTENT_NSYS_NVTX_KERNEL_MAPPING_ALL_TRACE,results/phase4a_operator_attribution/20260904T134556Z/runtime_nvtx_kernel_mapping.csv,HIGH,kernel rows=1; kernels=sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt; tactic-consistent time=95936 ns
P6A_040,/MatMul_39_myl0_493,/MatMul_39,39,MatMul,/Softmax_19_output'.1[16x1x-1],/Expand_39_output_0'.1[16x-1x128],__myln_k_arg__bb1_3157[16x1x128],16x1x-1,16x-1x128,16x1x128,Half/Half->Half,19,SHARED_SEMANTIC_PREFILL_FUSED_DECODE_STANDALONE,4,158272 ns,39568.000 ns,PHASE3C_MIXED_PERSISTENT_NSYS_NVTX_KERNEL_MAPPING_ALL_TRACE,results/phase4a_operator_attribution/20260904T134556Z/runtime_nvtx_kernel_mapping.csv,HIGH,kernel rows=1; kernels=sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt; tactic-consistent time=158272 ns
P6A_041,/MatMul_40_myl0_515,/MatMul_40,40,MatMul,/Add_80_output_0'.1[16x1x128],shuffle_output_/Reshape_164 _ /Transpose_103_first_transpose_output.1[16x128x-1],__mye570087[16x1x-1],16x1x128,16x128x-1,16x1x-1,Half/Half->Half,20,SHARED_SEMANTIC_PREFILL_FUSED_DECODE_STANDALONE,4,97760 ns,24440.000 ns,PHASE3C_MIXED_PERSISTENT_NSYS_NVTX_KERNEL_MAPPING_ALL_TRACE,results/phase4a_operator_attribution/20260904T134556Z/runtime_nvtx_kernel_mapping.csv,HIGH,kernel rows=1; kernels=sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt; tactic-consistent time=97760 ns
P6A_042,/MatMul_41_myl0_518,/MatMul_41,41,MatMul,/Softmax_20_output'.1[16x1x-1],/Expand_41_output_0'.1[16x-1x128],__myln_k_arg__bb1_3182[16x1x128],16x1x-1,16x-1x128,16x1x128,Half/Half->Half,20,SHARED_SEMANTIC_PREFILL_FUSED_DECODE_STANDALONE,4,157024 ns,39256.000 ns,PHASE3C_MIXED_PERSISTENT_NSYS_NVTX_KERNEL_MAPPING_ALL_TRACE,results/phase4a_operator_attribution/20260904T134556Z/runtime_nvtx_kernel_mapping.csv,HIGH,kernel rows=1; kernels=sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt; tactic-consistent time=157024 ns
P6A_043,/MatMul_42_myl0_540,/MatMul_42,42,MatMul,/Add_84_output_0'.1[16x1x128],shuffle_output_/Reshape_172 _ /Transpose_108_first_transpose_output.1[16x128x-1],__mye570206[16x1x-1],16x1x128,16x128x-1,16x1x-1,Half/Half->Half,21,SHARED_SEMANTIC_PREFILL_FUSED_DECODE_STANDALONE,4,97152 ns,24288.000 ns,PHASE3C_MIXED_PERSISTENT_NSYS_NVTX_KERNEL_MAPPING_ALL_TRACE,results/phase4a_operator_attribution/20260904T134556Z/runtime_nvtx_kernel_mapping.csv,HIGH,kernel rows=1; kernels=sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt; tactic-consistent time=97152 ns
P6A_044,/MatMul_43_myl0_543,/MatMul_43,43,MatMul,/Softmax_21_output'.1[16x1x-1],/Expand_43_output_0'.1[16x-1x128],__myln_k_arg__bb1_3207[16x1x128],16x1x-1,16x-1x128,16x1x128,Half/Half->Half,21,SHARED_SEMANTIC_PREFILL_FUSED_DECODE_STANDALONE,4,161024 ns,40256.000 ns,PHASE3C_MIXED_PERSISTENT_NSYS_NVTX_KERNEL_MAPPING_ALL_TRACE,results/phase4a_operator_attribution/20260904T134556Z/runtime_nvtx_kernel_mapping.csv,HIGH,kernel rows=1; kernels=sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt; tactic-consistent time=161024 ns
P6A_045,/MatMul_44_myl0_565,/MatMul_44,44,MatMul,/Add_88_output_0'.1[16x1x128],shuffle_output_/Reshape_180 _ /Transpose_113_first_transpose_output.1[16x128x-1],__mye570325[16x1x-1],16x1x128,16x128x-1,16x1x-1,Half/Half->Half,22,SHARED_SEMANTIC_PREFILL_FUSED_DECODE_STANDALONE,4,105824 ns,26456.000 ns,PHASE3C_MIXED_PERSISTENT_NSYS_NVTX_KERNEL_MAPPING_ALL_TRACE,results/phase4a_operator_attribution/20260904T134556Z/runtime_nvtx_kernel_mapping.csv,HIGH,kernel rows=1; kernels=sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt; tactic-consistent time=105824 ns
P6A_046,/MatMul_45_myl0_568,/MatMul_45,45,MatMul,/Softmax_22_output'.1[16x1x-1],/Expand_45_output_0'.1[16x-1x128],__myln_k_arg__bb1_3232[16x1x128],16x1x-1,16x-1x128,16x1x128,Half/Half->Half,22,SHARED_SEMANTIC_PREFILL_FUSED_DECODE_STANDALONE,4,171008 ns,42752.000 ns,PHASE3C_MIXED_PERSISTENT_NSYS_NVTX_KERNEL_MAPPING_ALL_TRACE,results/phase4a_operator_attribution/20260904T134556Z/runtime_nvtx_kernel_mapping.csv,HIGH,kernel rows=1; kernels=sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt; tactic-consistent time=171008 ns
P6A_047,/MatMul_46_myl0_590,/MatMul_46,46,MatMul,/Add_92_output_0'.1[16x1x128],shuffle_output_/Reshape_188 _ /Transpose_118_first_transpose_output.1[16x128x-1],__mye570444[16x1x-1],16x1x128,16x128x-1,16x1x-1,Half/Half->Half,23,SHARED_SEMANTIC_PREFILL_FUSED_DECODE_STANDALONE,4,106240 ns,26560.000 ns,PHASE3C_MIXED_PERSISTENT_NSYS_NVTX_KERNEL_MAPPING_ALL_TRACE,results/phase4a_operator_attribution/20260904T134556Z/runtime_nvtx_kernel_mapping.csv,HIGH,kernel rows=1; kernels=sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt; tactic-consistent time=106240 ns
P6A_048,/MatMul_47_myl0_593,/MatMul_47,47,MatMul,/Softmax_23_output'.1[16x1x-1],/Expand_47_output_0'.1[16x-1x128],__myln_k_arg__bb1_3257[16x1x128],16x1x-1,16x-1x128,16x1x128,Half/Half->Half,23,SHARED_SEMANTIC_PREFILL_FUSED_DECODE_STANDALONE,4,171776 ns,42944.000 ns,PHASE3C_MIXED_PERSISTENT_NSYS_NVTX_KERNEL_MAPPING_ALL_TRACE,results/phase4a_operator_attribution/20260904T134556Z/runtime_nvtx_kernel_mapping.csv,HIGH,kernel rows=1; kernels=sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt; tactic-consistent time=171776 ns
P6A_049,/MatMul_48_myl0_615,/MatMul_48,48,MatMul,/Add_96_output_0'.1[16x1x128],shuffle_output_/Reshape_196 _ /Transpose_123_first_transpose_output.1[16x128x-1],__mye570563[16x1x-1],16x1x128,16x128x-1,16x1x-1,Half/Half->Half,24,SHARED_SEMANTIC_PREFILL_FUSED_DECODE_STANDALONE,4,105600 ns,26400.000 ns,PHASE3C_MIXED_PERSISTENT_NSYS_NVTX_KERNEL_MAPPING_ALL_TRACE,results/phase4a_operator_attribution/20260904T134556Z/runtime_nvtx_kernel_mapping.csv,HIGH,kernel rows=1; kernels=sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt; tactic-consistent time=105600 ns
P6A_050,/MatMul_49_myl0_618,/MatMul_49,49,MatMul,/Softmax_24_output'.1[16x1x-1],/Expand_49_output_0'.1[16x-1x128],__myln_k_arg__bb1_3282[16x1x128],16x1x-1,16x-1x128,16x1x128,Half/Half->Half,24,SHARED_SEMANTIC_PREFILL_FUSED_DECODE_STANDALONE,4,172032 ns,43008.000 ns,PHASE3C_MIXED_PERSISTENT_NSYS_NVTX_KERNEL_MAPPING_ALL_TRACE,results/phase4a_operator_attribution/20260904T134556Z/runtime_nvtx_kernel_mapping.csv,HIGH,kernel rows=1; kernels=sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt; tactic-consistent time=172032 ns
P6A_051,/MatMul_50_myl0_640,/MatMul_50,50,MatMul,/Add_100_output_0'.1[16x1x128],shuffle_output_/Reshape_204 _ /Transpose_128_first_transpose_output.1[16x128x-1],__mye570682[16x1x-1],16x1x128,16x128x-1,16x1x-1,Half/Half->Half,25,SHARED_SEMANTIC_PREFILL_FUSED_DECODE_STANDALONE,4,105888 ns,26472.000 ns,PHASE3C_MIXED_PERSISTENT_NSYS_NVTX_KERNEL_MAPPING_ALL_TRACE,results/phase4a_operator_attribution/20260904T134556Z/runtime_nvtx_kernel_mapping.csv,HIGH,kernel rows=1; kernels=sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt; tactic-consistent time=105888 ns
P6A_052,/MatMul_51_myl0_643,/MatMul_51,51,MatMul,/Softmax_25_output'.1[16x1x-1],/Expand_51_output_0'.1[16x-1x128],__myln_k_arg__bb1_3307[16x1x128],16x1x-1,16x-1x128,16x1x128,Half/Half->Half,25,SHARED_SEMANTIC_PREFILL_FUSED_DECODE_STANDALONE,4,170240 ns,42560.000 ns,PHASE3C_MIXED_PERSISTENT_NSYS_NVTX_KERNEL_MAPPING_ALL_TRACE,results/phase4a_operator_attribution/20260904T134556Z/runtime_nvtx_kernel_mapping.csv,HIGH,kernel rows=1; kernels=sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt; tactic-consistent time=170240 ns
P6A_053,/MatMul_52_myl0_665,/MatMul_52,52,MatMul,/Add_104_output_0'.1[16x1x128],shuffle_output_/Reshape_212 _ /Transpose_133_first_transpose_output.1[16x128x-1],__mye570801[16x1x-1],16x1x128,16x128x-1,16x1x-1,Half/Half->Half,26,SHARED_SEMANTIC_PREFILL_FUSED_DECODE_STANDALONE,4,105760 ns,26440.000 ns,PHASE3C_MIXED_PERSISTENT_NSYS_NVTX_KERNEL_MAPPING_ALL_TRACE,results/phase4a_operator_attribution/20260904T134556Z/runtime_nvtx_kernel_mapping.csv,HIGH,kernel rows=1; kernels=sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt; tactic-consistent time=105760 ns
P6A_054,/MatMul_53_myl0_668,/MatMul_53,53,MatMul,/Softmax_26_output'.1[16x1x-1],/Expand_53_output_0'.1[16x-1x128],__myln_k_arg__bb1_3332[16x1x128],16x1x-1,16x-1x128,16x1x128,Half/Half->Half,26,SHARED_SEMANTIC_PREFILL_FUSED_DECODE_STANDALONE,4,171552 ns,42888.000 ns,PHASE3C_MIXED_PERSISTENT_NSYS_NVTX_KERNEL_MAPPING_ALL_TRACE,results/phase4a_operator_attribution/20260904T134556Z/runtime_nvtx_kernel_mapping.csv,HIGH,kernel rows=1; kernels=sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt; tactic-consistent time=171552 ns
P6A_055,/MatMul_54_myl0_690,/MatMul_54,54,MatMul,/Add_108_output_0'.1[16x1x128],shuffle_output_/Reshape_220 _ /Transpose_138_first_transpose_output.1[16x128x-1],__mye570920[16x1x-1],16x1x128,16x128x-1,16x1x-1,Half/Half->Half,27,SHARED_SEMANTIC_PREFILL_FUSED_DECODE_STANDALONE,4,107456 ns,26864.000 ns,PHASE3C_MIXED_PERSISTENT_NSYS_NVTX_KERNEL_MAPPING_ALL_TRACE,results/phase4a_operator_attribution/20260904T134556Z/runtime_nvtx_kernel_mapping.csv,HIGH,kernel rows=1; kernels=sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt; tactic-consistent time=107456 ns
P6A_056,/MatMul_55_myl0_693,/MatMul_55,55,MatMul,/Softmax_27_output'.1[16x1x-1],/Expand_55_output_0'.1[16x-1x128],__mye570941[16x1x128],16x1x-1,16x-1x128,16x1x128,Half/Half->Half,27,SHARED_SEMANTIC_PREFILL_FUSED_DECODE_STANDALONE,4,170368 ns,42592.000 ns,PHASE3C_MIXED_PERSISTENT_NSYS_NVTX_KERNEL_MAPPING_ALL_TRACE,results/phase4a_operator_attribution/20260904T134556Z/runtime_nvtx_kernel_mapping.csv,HIGH,kernel rows=1; kernels=sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt; tactic-consistent time=170368 ns
