engine,operator,operator_kind,matrix_m,matrix_n,matrix_k,precision,tactic,frequency,layer_indices,mapping_evidence
fp16_decode,L9:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,147,ENGINE_INSPECTOR_METADATA
fp16_decode,L10:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,151,ENGINE_INSPECTOR_METADATA
fp16_decode,L10:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,160,ENGINE_INSPECTOR_METADATA
fp16_decode,L10:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,162,ENGINE_INSPECTOR_METADATA
fp16_decode,L11:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,166,ENGINE_INSPECTOR_METADATA
fp16_decode,L11:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,175,ENGINE_INSPECTOR_METADATA
fp16_decode,L11:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,177,ENGINE_INSPECTOR_METADATA
fp16_decode,L12:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,181,ENGINE_INSPECTOR_METADATA
fp16_decode,L12:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,190,ENGINE_INSPECTOR_METADATA
fp16_decode,L12:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,192,ENGINE_INSPECTOR_METADATA
fp16_decode,L13:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,196,ENGINE_INSPECTOR_METADATA
fp16_decode,L13:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,205,ENGINE_INSPECTOR_METADATA
fp16_decode,L13:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,207,ENGINE_INSPECTOR_METADATA
fp16_decode,L14:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,211,ENGINE_INSPECTOR_METADATA
fp16_decode,L14:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,220,ENGINE_INSPECTOR_METADATA
fp16_decode,L14:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,222,ENGINE_INSPECTOR_METADATA
fp16_decode,L15:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,226,ENGINE_INSPECTOR_METADATA
fp16_decode,L15:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,235,ENGINE_INSPECTOR_METADATA
fp16_decode,L15:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,237,ENGINE_INSPECTOR_METADATA
fp16_decode,L16:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,241,ENGINE_INSPECTOR_METADATA
fp16_decode,L16:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,250,ENGINE_INSPECTOR_METADATA
fp16_decode,L16:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,252,ENGINE_INSPECTOR_METADATA
fp16_decode,L17:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,256,ENGINE_INSPECTOR_METADATA
fp16_decode,L17:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,265,ENGINE_INSPECTOR_METADATA
fp16_decode,L17:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,267,ENGINE_INSPECTOR_METADATA
fp16_decode,L18:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,271,ENGINE_INSPECTOR_METADATA
fp16_decode,L18:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,280,ENGINE_INSPECTOR_METADATA
fp16_decode,L18:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,282,ENGINE_INSPECTOR_METADATA
fp16_decode,L19:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,286,ENGINE_INSPECTOR_METADATA
fp16_decode,L19:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,295,ENGINE_INSPECTOR_METADATA
fp16_decode,L19:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,297,ENGINE_INSPECTOR_METADATA
fp16_decode,L20:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,301,ENGINE_INSPECTOR_METADATA
fp16_decode,L20:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,310,ENGINE_INSPECTOR_METADATA
fp16_decode,L20:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,312,ENGINE_INSPECTOR_METADATA
fp16_decode,L21:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,316,ENGINE_INSPECTOR_METADATA
fp16_decode,L21:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,325,ENGINE_INSPECTOR_METADATA
fp16_decode,L21:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,327,ENGINE_INSPECTOR_METADATA
fp16_decode,L22:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,331,ENGINE_INSPECTOR_METADATA
fp16_decode,L22:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,340,ENGINE_INSPECTOR_METADATA
fp16_decode,L22:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,342,ENGINE_INSPECTOR_METADATA
fp16_decode,L23:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,346,ENGINE_INSPECTOR_METADATA
fp16_decode,L23:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,355,ENGINE_INSPECTOR_METADATA
fp16_decode,L23:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,357,ENGINE_INSPECTOR_METADATA
fp16_decode,L24:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,361,ENGINE_INSPECTOR_METADATA
fp16_decode,L24:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,370,ENGINE_INSPECTOR_METADATA
fp16_decode,L24:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,372,ENGINE_INSPECTOR_METADATA
fp16_decode,L25:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,376,ENGINE_INSPECTOR_METADATA
fp16_decode,L25:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,385,ENGINE_INSPECTOR_METADATA
fp16_decode,L25:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,387,ENGINE_INSPECTOR_METADATA
fp16_decode,L26:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,391,ENGINE_INSPECTOR_METADATA
fp16_decode,L26:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,400,ENGINE_INSPECTOR_METADATA
fp16_decode,L26:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,402,ENGINE_INSPECTOR_METADATA
fp16_decode,L27:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,406,ENGINE_INSPECTOR_METADATA
fp16_decode,L27:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,415,ENGINE_INSPECTOR_METADATA
fp16_decode,L27:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,1,417,ENGINE_INSPECTOR_METADATA
mixed_prefill,L0:v_proj,LINEAR,8,1024,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1,5,ENGINE_INSPECTOR_METADATA
mixed_prefill,L0:k_proj,LINEAR,8,1024,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1,9,ENGINE_INSPECTOR_METADATA
mixed_prefill,L0:q_proj,LINEAR,8,2048,1024,INT8,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1,12,ENGINE_INSPECTOR_METADATA
mixed_prefill,L0:o_proj,LINEAR,8,128,-1,UNKNOWN,_gemm_mha_v2_0xbbc42f75034653fb101166ea3f96b8ac,1,17,ENGINE_INSPECTOR_METADATA
mixed_prefill,L0:o_proj,LINEAR,8,1024,2048,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1,19,ENGINE_INSPECTOR_METADATA
mixed_prefill,L0:up_proj,LINEAR,8,3072,1024,FP16,ampere_h16816gemm_128x64_ldg8_nn_v1,1,21,ENGINE_INSPECTOR_METADATA
mixed_prefill,L0:gate_proj,LINEAR,8,3072,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1,22,ENGINE_INSPECTOR_METADATA
mixed_prefill,L0:down_proj,LINEAR,8,1024,3072,FP16,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize128x64x64_stage3_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,1,23,ENGINE_INSPECTOR_METADATA
mixed_prefill,L1:v_proj,LINEAR,8,1024,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1,27,ENGINE_INSPECTOR_METADATA
mixed_prefill,L1:k_proj,LINEAR,8,1024,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1,33,ENGINE_INSPECTOR_METADATA
mixed_prefill,L1:q_proj,LINEAR,8,2048,1024,INT8,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1,39,ENGINE_INSPECTOR_METADATA
mixed_prefill,L1:o_proj,LINEAR,8,128,-1,UNKNOWN,_gemm_mha_v2_0x1f788b071d831d329684abd45c8719fb,1,44,ENGINE_INSPECTOR_METADATA
mixed_prefill,L1:o_proj,LINEAR,8,1024,2048,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1,46,ENGINE_INSPECTOR_METADATA
mixed_prefill,L1:up_proj,LINEAR,8,3072,1024,FP16,ampere_h16816gemm_256x64_ldg8_tn_v1,1,48,ENGINE_INSPECTOR_METADATA
mixed_prefill,L1:gate_proj,LINEAR,8,3072,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1,49,ENGINE_INSPECTOR_METADATA
mixed_prefill,L1:down_proj,LINEAR,8,1024,3072,FP16,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize128x64x64_stage3_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,1,50,ENGINE_INSPECTOR_METADATA
mixed_prefill,L2:v_proj,LINEAR,8,4096,1024,FP16,ampere_h16816gemm_256x64_ldg8_tn_v1,1,52,ENGINE_INSPECTOR_METADATA
mixed_prefill,L2:o_proj,LINEAR,8,128,-1,UNKNOWN,_gemm_mha_v2_0x60fab5add8bb246f4c8714685e81d651,1,65,ENGINE_INSPECTOR_METADATA
mixed_prefill,L2:o_proj,LINEAR,8,1024,2048,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1,67,ENGINE_INSPECTOR_METADATA
mixed_prefill,L2:up_proj,LINEAR,8,3072,1024,FP16,ampere_h16816gemm_256x64_ldg8_tn_v1,1,69,ENGINE_INSPECTOR_METADATA
mixed_prefill,L2:gate_proj,LINEAR,8,3072,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1,70,ENGINE_INSPECTOR_METADATA
mixed_prefill,L2:down_proj,LINEAR,8,1024,3072,FP16,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize128x64x64_stage3_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,1,71,ENGINE_INSPECTOR_METADATA
mixed_prefill,L3:v_proj,LINEAR,8,1024,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1,75,ENGINE_INSPECTOR_METADATA
mixed_prefill,L3:k_proj,LINEAR,8,1024,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1,79,ENGINE_INSPECTOR_METADATA
mixed_prefill,L3:q_proj,LINEAR,8,2048,1024,INT8,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1,83,ENGINE_INSPECTOR_METADATA
mixed_prefill,L3:o_proj,LINEAR,8,128,-1,UNKNOWN,_gemm_mha_v2_0xf766752c8950edccd27d326ac8c5c5d0,1,88,ENGINE_INSPECTOR_METADATA
mixed_prefill,L3:o_proj,LINEAR,8,1024,2048,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1,90,ENGINE_INSPECTOR_METADATA
mixed_prefill,L3:up_proj,LINEAR,8,3072,1024,FP16,ampere_h16816gemm_128x64_ldg8_nn_v1,1,92,ENGINE_INSPECTOR_METADATA
mixed_prefill,L3:gate_proj,LINEAR,8,3072,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1,93,ENGINE_INSPECTOR_METADATA
mixed_prefill,L3:down_proj,LINEAR,8,1024,3072,FP16,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize128x64x64_stage3_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,1,94,ENGINE_INSPECTOR_METADATA
mixed_prefill,L4:v_proj,LINEAR,8,1024,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1,98,ENGINE_INSPECTOR_METADATA
mixed_prefill,L4:k_proj,LINEAR,8,1024,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1,102,ENGINE_INSPECTOR_METADATA
mixed_prefill,L4:q_proj,LINEAR,8,2048,1024,INT8,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1,106,ENGINE_INSPECTOR_METADATA
mixed_prefill,L4:o_proj,LINEAR,8,128,-1,UNKNOWN,_gemm_mha_v2_0xccf3a8474acc5fc16b0ad4e1c69800bb,1,111,ENGINE_INSPECTOR_METADATA
mixed_prefill,L4:o_proj,LINEAR,8,1024,2048,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1,113,ENGINE_INSPECTOR_METADATA
mixed_prefill,L4:up_proj,LINEAR,8,3072,1024,FP16,ampere_h16816gemm_128x64_ldg8_nn_v1,1,115,ENGINE_INSPECTOR_METADATA
mixed_prefill,L4:gate_proj,LINEAR,8,3072,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1,116,ENGINE_INSPECTOR_METADATA
mixed_prefill,L4:down_proj,LINEAR,8,1024,3072,FP16,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize128x64x64_stage3_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,1,117,ENGINE_INSPECTOR_METADATA
mixed_prefill,L5:v_proj,LINEAR,8,1024,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1,121,ENGINE_INSPECTOR_METADATA
mixed_prefill,L5:k_proj,LINEAR,8,1024,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1,125,ENGINE_INSPECTOR_METADATA
mixed_prefill,L5:q_proj,LINEAR,8,2048,1024,INT8,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1,129,ENGINE_INSPECTOR_METADATA
mixed_prefill,L5:o_proj,LINEAR,8,128,-1,UNKNOWN,_gemm_mha_v2_0x122877a3036390a4bf8dcfb1427b867b,1,134,ENGINE_INSPECTOR_METADATA
mixed_prefill,L5:o_proj,LINEAR,8,1024,2048,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1,136,ENGINE_INSPECTOR_METADATA
mixed_prefill,L5:up_proj,LINEAR,8,3072,1024,FP16,ampere_h16816gemm_128x64_ldg8_nn_v1,1,138,ENGINE_INSPECTOR_METADATA
mixed_prefill,L5:gate_proj,LINEAR,8,3072,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1,139,ENGINE_INSPECTOR_METADATA
mixed_prefill,L5:down_proj,LINEAR,8,1024,3072,FP16,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize128x64x64_stage3_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,1,140,ENGINE_INSPECTOR_METADATA
mixed_prefill,L6:v_proj,LINEAR,8,1024,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1,144,ENGINE_INSPECTOR_METADATA
mixed_prefill,L6:k_proj,LINEAR,8,1024,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1,148,ENGINE_INSPECTOR_METADATA
mixed_prefill,L6:q_proj,LINEAR,8,2048,1024,INT8,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1,152,ENGINE_INSPECTOR_METADATA
mixed_prefill,L6:o_proj,LINEAR,8,128,-1,UNKNOWN,_gemm_mha_v2_0x122877a3036390a4bf8dcfb1427b867b,1,157,ENGINE_INSPECTOR_METADATA
mixed_prefill,L6:o_proj,LINEAR,8,1024,2048,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1,159,ENGINE_INSPECTOR_METADATA
mixed_prefill,L6:up_proj,LINEAR,8,3072,1024,FP16,ampere_h16816gemm_128x64_ldg8_nn_v1,1,161,ENGINE_INSPECTOR_METADATA
mixed_prefill,L6:gate_proj,LINEAR,8,3072,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1,162,ENGINE_INSPECTOR_METADATA
mixed_prefill,L6:down_proj,LINEAR,8,1024,3072,FP16,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize128x64x64_stage3_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,1,163,ENGINE_INSPECTOR_METADATA
mixed_prefill,L7:v_proj,LINEAR,8,1024,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1,167,ENGINE_INSPECTOR_METADATA
mixed_prefill,L7:k_proj,LINEAR,8,1024,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1,171,ENGINE_INSPECTOR_METADATA
mixed_prefill,L7:q_proj,LINEAR,8,2048,1024,INT8,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1,175,ENGINE_INSPECTOR_METADATA
mixed_prefill,L7:o_proj,LINEAR,8,128,-1,UNKNOWN,_gemm_mha_v2_0x69db25f8b455550858c08191df7c4023,1,180,ENGINE_INSPECTOR_METADATA
mixed_prefill,L7:o_proj,LINEAR,8,1024,2048,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1,182,ENGINE_INSPECTOR_METADATA
mixed_prefill,L7:up_proj,LINEAR,8,3072,1024,FP16,ampere_h16816gemm_128x64_ldg8_nn_v1,1,184,ENGINE_INSPECTOR_METADATA
mixed_prefill,L7:gate_proj,LINEAR,8,3072,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1,185,ENGINE_INSPECTOR_METADATA
