candidate_layer,decoder_layer,semantic_identity,TensorRT_layer,ONNX_identity,NVTX_range,kernel_name,kernel_family,correlation_id,duration_ns,warmup_or_steady,runtime_boundary,confidence,source_artifact
P6A_046,22,Attention_x_V,/MatMul_45_myl0_568,/MatMul_45,/MatMul_45,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,15007,52128,STEADY,PHASE3B_STEADY_DECODE_STEP_1,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_048,23,Attention_x_V,/MatMul_47_myl0_593,/MatMul_47,/MatMul_47,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,15036,52160,STEADY,PHASE3B_STEADY_DECODE_STEP_1,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_050,24,Attention_x_V,/MatMul_49_myl0_618,/MatMul_49,/MatMul_49,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,15065,52000,STEADY,PHASE3B_STEADY_DECODE_STEP_1,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_052,25,Attention_x_V,/MatMul_51_myl0_643,/MatMul_51,/MatMul_51,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,15094,52160,STEADY,PHASE3B_STEADY_DECODE_STEP_1,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_054,26,Attention_x_V,/MatMul_53_myl0_668,/MatMul_53,/MatMul_53,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,15123,51904,STEADY,PHASE3B_STEADY_DECODE_STEP_1,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_056,27,Attention_x_V,/MatMul_55_myl0_693,/MatMul_55,/MatMul_55,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,15152,51872,STEADY,PHASE3B_STEADY_DECODE_STEP_1,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_002,0,Attention_x_V,/MatMul_1_myl0_18,/MatMul_1,/MatMul_1,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,15847,26688,STEADY,PHASE3B_STEADY_DECODE_STEP_2,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_004,1,Attention_x_V,/MatMul_3_myl0_47,/MatMul_3,/MatMul_3,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,15880,25856,STEADY,PHASE3B_STEADY_DECODE_STEP_2,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_006,2,Attention_x_V,/MatMul_5_myl0_70,/MatMul_5,/MatMul_5,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,15907,26112,STEADY,PHASE3B_STEADY_DECODE_STEP_2,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_008,3,Attention_x_V,/MatMul_7_myl0_95,/MatMul_7,/MatMul_7,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,15936,26816,STEADY,PHASE3B_STEADY_DECODE_STEP_2,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_010,4,Attention_x_V,/MatMul_9_myl0_120,/MatMul_9,/MatMul_9,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,15965,26144,STEADY,PHASE3B_STEADY_DECODE_STEP_2,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_012,5,Attention_x_V,/MatMul_11_myl0_145,/MatMul_11,/MatMul_11,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,15994,26784,STEADY,PHASE3B_STEADY_DECODE_STEP_2,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_014,6,Attention_x_V,/MatMul_13_myl0_170,/MatMul_13,/MatMul_13,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,16023,26688,STEADY,PHASE3B_STEADY_DECODE_STEP_2,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_016,7,Attention_x_V,/MatMul_15_myl0_195,/MatMul_15,/MatMul_15,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,16052,27232,STEADY,PHASE3B_STEADY_DECODE_STEP_2,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_018,8,Attention_x_V,/MatMul_17_myl0_220,/MatMul_17,/MatMul_17,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,16081,26880,STEADY,PHASE3B_STEADY_DECODE_STEP_2,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_020,9,Attention_x_V,/MatMul_19_myl0_244,/MatMul_19,/MatMul_19,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,16109,26976,STEADY,PHASE3B_STEADY_DECODE_STEP_2,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_022,10,Attention_x_V,/MatMul_21_myl0_269,/MatMul_21,/MatMul_21,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,16138,26816,STEADY,PHASE3B_STEADY_DECODE_STEP_2,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_024,11,Attention_x_V,/MatMul_23_myl0_294,/MatMul_23,/MatMul_23,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,16167,26944,STEADY,PHASE3B_STEADY_DECODE_STEP_2,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_026,12,Attention_x_V,/MatMul_25_myl0_319,/MatMul_25,/MatMul_25,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,16196,26976,STEADY,PHASE3B_STEADY_DECODE_STEP_2,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_028,13,Attention_x_V,/MatMul_27_myl0_344,/MatMul_27,/MatMul_27,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,16225,27232,STEADY,PHASE3B_STEADY_DECODE_STEP_2,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_030,14,Attention_x_V,/MatMul_29_myl0_369,/MatMul_29,/MatMul_29,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,16254,25952,STEADY,PHASE3B_STEADY_DECODE_STEP_2,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_032,15,Attention_x_V,/MatMul_31_myl0_393,/MatMul_31,/MatMul_31,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,16282,25952,STEADY,PHASE3B_STEADY_DECODE_STEP_2,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_034,16,Attention_x_V,/MatMul_33_myl0_418,/MatMul_33,/MatMul_33,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,16311,27072,STEADY,PHASE3B_STEADY_DECODE_STEP_2,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_036,17,Attention_x_V,/MatMul_35_myl0_443,/MatMul_35,/MatMul_35,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,16340,25952,STEADY,PHASE3B_STEADY_DECODE_STEP_2,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_038,18,Attention_x_V,/MatMul_37_myl0_468,/MatMul_37,/MatMul_37,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,16369,26848,STEADY,PHASE3B_STEADY_DECODE_STEP_2,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_040,19,Attention_x_V,/MatMul_39_myl0_493,/MatMul_39,/MatMul_39,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,16398,27264,STEADY,PHASE3B_STEADY_DECODE_STEP_2,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_042,20,Attention_x_V,/MatMul_41_myl0_518,/MatMul_41,/MatMul_41,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,16427,27008,STEADY,PHASE3B_STEADY_DECODE_STEP_2,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_044,21,Attention_x_V,/MatMul_43_myl0_543,/MatMul_43,/MatMul_43,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,16456,27392,STEADY,PHASE3B_STEADY_DECODE_STEP_2,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_046,22,Attention_x_V,/MatMul_45_myl0_568,/MatMul_45,/MatMul_45,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,16485,27264,STEADY,PHASE3B_STEADY_DECODE_STEP_2,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_048,23,Attention_x_V,/MatMul_47_myl0_593,/MatMul_47,/MatMul_47,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,16514,26976,STEADY,PHASE3B_STEADY_DECODE_STEP_2,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_050,24,Attention_x_V,/MatMul_49_myl0_618,/MatMul_49,/MatMul_49,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,16543,27168,STEADY,PHASE3B_STEADY_DECODE_STEP_2,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_052,25,Attention_x_V,/MatMul_51_myl0_643,/MatMul_51,/MatMul_51,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,16572,26720,STEADY,PHASE3B_STEADY_DECODE_STEP_2,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_054,26,Attention_x_V,/MatMul_53_myl0_668,/MatMul_53,/MatMul_53,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,16601,27616,STEADY,PHASE3B_STEADY_DECODE_STEP_2,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_056,27,Attention_x_V,/MatMul_55_myl0_693,/MatMul_55,/MatMul_55,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,16630,27168,STEADY,PHASE3B_STEADY_DECODE_STEP_2,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_002,0,Attention_x_V,/MatMul_1_myl0_18,/MatMul_1,/MatMul_1,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,17325,26720,STEADY,PHASE3B_STEADY_DECODE_STEP_3,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_004,1,Attention_x_V,/MatMul_3_myl0_47,/MatMul_3,/MatMul_3,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,17358,26176,STEADY,PHASE3B_STEADY_DECODE_STEP_3,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_006,2,Attention_x_V,/MatMul_5_myl0_70,/MatMul_5,/MatMul_5,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,17385,26464,STEADY,PHASE3B_STEADY_DECODE_STEP_3,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_008,3,Attention_x_V,/MatMul_7_myl0_95,/MatMul_7,/MatMul_7,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,17414,26720,STEADY,PHASE3B_STEADY_DECODE_STEP_3,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_010,4,Attention_x_V,/MatMul_9_myl0_120,/MatMul_9,/MatMul_9,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,17443,26304,STEADY,PHASE3B_STEADY_DECODE_STEP_3,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_012,5,Attention_x_V,/MatMul_11_myl0_145,/MatMul_11,/MatMul_11,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,17472,26368,STEADY,PHASE3B_STEADY_DECODE_STEP_3,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_014,6,Attention_x_V,/MatMul_13_myl0_170,/MatMul_13,/MatMul_13,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,17501,26080,STEADY,PHASE3B_STEADY_DECODE_STEP_3,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_016,7,Attention_x_V,/MatMul_15_myl0_195,/MatMul_15,/MatMul_15,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,17530,27232,STEADY,PHASE3B_STEADY_DECODE_STEP_3,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_018,8,Attention_x_V,/MatMul_17_myl0_220,/MatMul_17,/MatMul_17,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,17559,27552,STEADY,PHASE3B_STEADY_DECODE_STEP_3,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_020,9,Attention_x_V,/MatMul_19_myl0_244,/MatMul_19,/MatMul_19,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,17587,27104,STEADY,PHASE3B_STEADY_DECODE_STEP_3,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_022,10,Attention_x_V,/MatMul_21_myl0_269,/MatMul_21,/MatMul_21,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,17616,27296,STEADY,PHASE3B_STEADY_DECODE_STEP_3,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_024,11,Attention_x_V,/MatMul_23_myl0_294,/MatMul_23,/MatMul_23,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,17645,27168,STEADY,PHASE3B_STEADY_DECODE_STEP_3,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_026,12,Attention_x_V,/MatMul_25_myl0_319,/MatMul_25,/MatMul_25,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,17674,27296,STEADY,PHASE3B_STEADY_DECODE_STEP_3,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_028,13,Attention_x_V,/MatMul_27_myl0_344,/MatMul_27,/MatMul_27,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,17703,26912,STEADY,PHASE3B_STEADY_DECODE_STEP_3,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_030,14,Attention_x_V,/MatMul_29_myl0_369,/MatMul_29,/MatMul_29,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,17732,26176,STEADY,PHASE3B_STEADY_DECODE_STEP_3,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
P6A_032,15,Attention_x_V,/MatMul_31_myl0_393,/MatMul_31,/MatMul_31,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,sm80_xmma_gemm_f16f16_f16f32_f32,17760,26016,STEADY,PHASE3B_STEADY_DECODE_STEP_3,HIGH,PHASE3C_MIXED_PERSISTENT_SQLITE;PHASE6A_SEMANTIC_ATTRIBUTION;PHASE6A_RUNTIME_CONTEXT_ATTRIBUTION
