engine,layer_index,operator,operator_kind,matrix_m,matrix_n,matrix_k,precision,tactic,input_shapes,output_shapes,onnx_layers,mapping_evidence
fp16_decode,42,L2:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/up_proj_2/MatMul_myl0_42,ENGINE_INSPECTOR_METADATA
fp16_decode,46,L3:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/v_proj_3/MatMul+/k_proj_3/MatMul+/q_proj_3/MatMul_myl0_46,ENGINE_INSPECTOR_METADATA
fp16_decode,55,L3:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/o_proj_3/MatMul_myl0_55,ENGINE_INSPECTOR_METADATA
fp16_decode,57,L3:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/up_proj_3/MatMul_myl0_57,ENGINE_INSPECTOR_METADATA
fp16_decode,61,L4:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/v_proj_4/MatMul+/k_proj_4/MatMul+/q_proj_4/MatMul_myl0_61,ENGINE_INSPECTOR_METADATA
fp16_decode,70,L4:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/o_proj_4/MatMul_myl0_70,ENGINE_INSPECTOR_METADATA
fp16_decode,72,L4:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/up_proj_4/MatMul_myl0_72,ENGINE_INSPECTOR_METADATA
fp16_decode,76,L5:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/v_proj_5/MatMul+/k_proj_5/MatMul+/q_proj_5/MatMul_myl0_76,ENGINE_INSPECTOR_METADATA
fp16_decode,85,L5:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/o_proj_5/MatMul_myl0_85,ENGINE_INSPECTOR_METADATA
fp16_decode,87,L5:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/up_proj_5/MatMul_myl0_87,ENGINE_INSPECTOR_METADATA
fp16_decode,91,L6:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/v_proj_6/MatMul+/k_proj_6/MatMul+/q_proj_6/MatMul_myl0_91,ENGINE_INSPECTOR_METADATA
fp16_decode,100,L6:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/o_proj_6/MatMul_myl0_100,ENGINE_INSPECTOR_METADATA
fp16_decode,102,L6:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/up_proj_6/MatMul_myl0_102,ENGINE_INSPECTOR_METADATA
fp16_decode,106,L7:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/v_proj_7/MatMul+/k_proj_7/MatMul+/q_proj_7/MatMul_myl0_106,ENGINE_INSPECTOR_METADATA
fp16_decode,115,L7:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/o_proj_7/MatMul_myl0_115,ENGINE_INSPECTOR_METADATA
fp16_decode,117,L7:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/up_proj_7/MatMul_myl0_117,ENGINE_INSPECTOR_METADATA
fp16_decode,121,L8:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/v_proj_8/MatMul+/k_proj_8/MatMul+/q_proj_8/MatMul_myl0_121,ENGINE_INSPECTOR_METADATA
fp16_decode,130,L8:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/o_proj_8/MatMul_myl0_130,ENGINE_INSPECTOR_METADATA
fp16_decode,132,L8:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/up_proj_8/MatMul_myl0_132,ENGINE_INSPECTOR_METADATA
fp16_decode,136,L9:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/v_proj_9/MatMul+/k_proj_9/MatMul+/q_proj_9/MatMul_myl0_136,ENGINE_INSPECTOR_METADATA
fp16_decode,145,L9:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/o_proj_9/MatMul_myl0_145,ENGINE_INSPECTOR_METADATA
fp16_decode,147,L9:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/up_proj_9/MatMul_myl0_147,ENGINE_INSPECTOR_METADATA
fp16_decode,151,L10:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/v_proj_10/MatMul+/k_proj_10/MatMul+/q_proj_10/MatMul_myl0_151,ENGINE_INSPECTOR_METADATA
fp16_decode,160,L10:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/o_proj_10/MatMul_myl0_160,ENGINE_INSPECTOR_METADATA
fp16_decode,162,L10:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/up_proj_10/MatMul_myl0_162,ENGINE_INSPECTOR_METADATA
fp16_decode,166,L11:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/v_proj_11/MatMul+/k_proj_11/MatMul+/q_proj_11/MatMul_myl0_166,ENGINE_INSPECTOR_METADATA
fp16_decode,175,L11:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/o_proj_11/MatMul_myl0_175,ENGINE_INSPECTOR_METADATA
fp16_decode,177,L11:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/up_proj_11/MatMul_myl0_177,ENGINE_INSPECTOR_METADATA
fp16_decode,181,L12:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/v_proj_12/MatMul+/k_proj_12/MatMul+/q_proj_12/MatMul_myl0_181,ENGINE_INSPECTOR_METADATA
fp16_decode,190,L12:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/o_proj_12/MatMul_myl0_190,ENGINE_INSPECTOR_METADATA
fp16_decode,192,L12:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/up_proj_12/MatMul_myl0_192,ENGINE_INSPECTOR_METADATA
fp16_decode,196,L13:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/v_proj_13/MatMul+/k_proj_13/MatMul+/q_proj_13/MatMul_myl0_196,ENGINE_INSPECTOR_METADATA
fp16_decode,205,L13:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/o_proj_13/MatMul_myl0_205,ENGINE_INSPECTOR_METADATA
fp16_decode,207,L13:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/up_proj_13/MatMul_myl0_207,ENGINE_INSPECTOR_METADATA
fp16_decode,211,L14:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/v_proj_14/MatMul+/k_proj_14/MatMul+/q_proj_14/MatMul_myl0_211,ENGINE_INSPECTOR_METADATA
fp16_decode,220,L14:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/o_proj_14/MatMul_myl0_220,ENGINE_INSPECTOR_METADATA
fp16_decode,222,L14:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/up_proj_14/MatMul_myl0_222,ENGINE_INSPECTOR_METADATA
fp16_decode,226,L15:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/v_proj_15/MatMul+/k_proj_15/MatMul+/q_proj_15/MatMul_myl0_226,ENGINE_INSPECTOR_METADATA
fp16_decode,235,L15:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/o_proj_15/MatMul_myl0_235,ENGINE_INSPECTOR_METADATA
fp16_decode,237,L15:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/up_proj_15/MatMul_myl0_237,ENGINE_INSPECTOR_METADATA
fp16_decode,241,L16:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/v_proj_16/MatMul+/k_proj_16/MatMul+/q_proj_16/MatMul_myl0_241,ENGINE_INSPECTOR_METADATA
fp16_decode,250,L16:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/o_proj_16/MatMul_myl0_250,ENGINE_INSPECTOR_METADATA
fp16_decode,252,L16:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/up_proj_16/MatMul_myl0_252,ENGINE_INSPECTOR_METADATA
fp16_decode,256,L17:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/v_proj_17/MatMul+/k_proj_17/MatMul+/q_proj_17/MatMul_myl0_256,ENGINE_INSPECTOR_METADATA
fp16_decode,265,L17:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/o_proj_17/MatMul_myl0_265,ENGINE_INSPECTOR_METADATA
fp16_decode,267,L17:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/up_proj_17/MatMul_myl0_267,ENGINE_INSPECTOR_METADATA
fp16_decode,271,L18:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/v_proj_18/MatMul+/k_proj_18/MatMul+/q_proj_18/MatMul_myl0_271,ENGINE_INSPECTOR_METADATA
fp16_decode,280,L18:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/o_proj_18/MatMul_myl0_280,ENGINE_INSPECTOR_METADATA
fp16_decode,282,L18:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/up_proj_18/MatMul_myl0_282,ENGINE_INSPECTOR_METADATA
fp16_decode,286,L19:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/v_proj_19/MatMul+/k_proj_19/MatMul+/q_proj_19/MatMul_myl0_286,ENGINE_INSPECTOR_METADATA
fp16_decode,295,L19:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/o_proj_19/MatMul_myl0_295,ENGINE_INSPECTOR_METADATA
fp16_decode,297,L19:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/up_proj_19/MatMul_myl0_297,ENGINE_INSPECTOR_METADATA
fp16_decode,301,L20:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/v_proj_20/MatMul+/k_proj_20/MatMul+/q_proj_20/MatMul_myl0_301,ENGINE_INSPECTOR_METADATA
fp16_decode,310,L20:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/o_proj_20/MatMul_myl0_310,ENGINE_INSPECTOR_METADATA
fp16_decode,312,L20:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/up_proj_20/MatMul_myl0_312,ENGINE_INSPECTOR_METADATA
fp16_decode,316,L21:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/v_proj_21/MatMul+/k_proj_21/MatMul+/q_proj_21/MatMul_myl0_316,ENGINE_INSPECTOR_METADATA
fp16_decode,325,L21:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/o_proj_21/MatMul_myl0_325,ENGINE_INSPECTOR_METADATA
fp16_decode,327,L21:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/up_proj_21/MatMul_myl0_327,ENGINE_INSPECTOR_METADATA
fp16_decode,331,L22:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/v_proj_22/MatMul+/k_proj_22/MatMul+/q_proj_22/MatMul_myl0_331,ENGINE_INSPECTOR_METADATA
fp16_decode,340,L22:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/o_proj_22/MatMul_myl0_340,ENGINE_INSPECTOR_METADATA
fp16_decode,342,L22:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/up_proj_22/MatMul_myl0_342,ENGINE_INSPECTOR_METADATA
fp16_decode,346,L23:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/v_proj_23/MatMul+/k_proj_23/MatMul+/q_proj_23/MatMul_myl0_346,ENGINE_INSPECTOR_METADATA
fp16_decode,355,L23:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/o_proj_23/MatMul_myl0_355,ENGINE_INSPECTOR_METADATA
fp16_decode,357,L23:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/up_proj_23/MatMul_myl0_357,ENGINE_INSPECTOR_METADATA
fp16_decode,361,L24:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/v_proj_24/MatMul+/k_proj_24/MatMul+/q_proj_24/MatMul_myl0_361,ENGINE_INSPECTOR_METADATA
fp16_decode,370,L24:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/o_proj_24/MatMul_myl0_370,ENGINE_INSPECTOR_METADATA
fp16_decode,372,L24:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/up_proj_24/MatMul_myl0_372,ENGINE_INSPECTOR_METADATA
fp16_decode,376,L25:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/v_proj_25/MatMul+/k_proj_25/MatMul+/q_proj_25/MatMul_myl0_376,ENGINE_INSPECTOR_METADATA
fp16_decode,385,L25:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/o_proj_25/MatMul_myl0_385,ENGINE_INSPECTOR_METADATA
fp16_decode,387,L25:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/up_proj_25/MatMul_myl0_387,ENGINE_INSPECTOR_METADATA
fp16_decode,391,L26:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/v_proj_26/MatMul+/k_proj_26/MatMul+/q_proj_26/MatMul_myl0_391,ENGINE_INSPECTOR_METADATA
fp16_decode,400,L26:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/o_proj_26/MatMul_myl0_400,ENGINE_INSPECTOR_METADATA
fp16_decode,402,L26:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/up_proj_26/MatMul_myl0_402,ENGINE_INSPECTOR_METADATA
fp16_decode,406,L27:v_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/v_proj_27/MatMul+/k_proj_27/MatMul+/q_proj_27/MatMul_myl0_406,ENGINE_INSPECTOR_METADATA
fp16_decode,415,L27:o_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/o_proj_27/MatMul_myl0_415,ENGINE_INSPECTOR_METADATA
fp16_decode,417,L27:up_proj,LINEAR,UNKNOWN,UNKNOWN,UNKNOWN,FP16_ENGINE_NO_LAYER_TACTIC_DATA,UNKNOWN_NO_DETAILED_INSPECTOR,,,/up_proj_27/MatMul_myl0_417,ENGINE_INSPECTOR_METADATA
mixed_prefill,5,L0:v_proj,LINEAR,8,1024,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x1024,1x-1x1024,/v_proj/MatMul;/v_proj/MatMul__a_dequant;/v_proj/MatMul__a_quant;/v_proj/MatMul__w_dequant,ENGINE_INSPECTOR_METADATA
mixed_prefill,9,L0:k_proj,LINEAR,8,1024,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x1024,1x-1x1024,/k_proj/MatMul;/k_proj/MatMul__a_dequant;/k_proj/MatMul__a_quant;/k_proj/MatMul__w_dequant,ENGINE_INSPECTOR_METADATA
mixed_prefill,12,L0:q_proj,LINEAR,8,2048,1024,INT8,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x2048,1x-1x2048,/q_proj/MatMul;/q_proj/MatMul__a_dequant;/q_proj/MatMul__a_quant;/q_proj/MatMul__w_dequant,ENGINE_INSPECTOR_METADATA
mixed_prefill,17,L0:o_proj,LINEAR,8,128,-1,UNKNOWN,_gemm_mha_v2_0xbbc42f75034653fb101166ea3f96b8ac,16x-1x128;16x128x-1;1x1x-1x-1;16x-1x128;1;1;1;1;1;1,16x-1x128,/o_proj/MatMul__a_quant;/MatMul_1;/Softmax;/Where_2;/Mul_7;/MatMul,ENGINE_INSPECTOR_METADATA
mixed_prefill,19,L0:o_proj,LINEAR,8,1024,2048,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x-1x2048;1x2048x1024,1x-1x1024,/o_proj/MatMul;/o_proj/MatMul__a_dequant;/o_proj/MatMul__a_quant;/o_proj/MatMul__w_dequant;/Add_2,ENGINE_INSPECTOR_METADATA
mixed_prefill,21,L0:up_proj,LINEAR,8,3072,1024,FP16,ampere_h16816gemm_128x64_ldg8_nn_v1,1x-1x1024;1x1024x3072;1;1,1x-1x3072,/up_proj/MatMul,ENGINE_INSPECTOR_METADATA
mixed_prefill,22,L0:gate_proj,LINEAR,8,3072,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x3072;1x-1x1024;1x1024x3072,1x-1x3072,/gate_proj/MatMul;/gate_proj/MatMul__a_dequant;/gate_proj/MatMul__a_quant;/gate_proj/MatMul__w_dequant;/Mul_8;/Mul_9;/Sigmoid,ENGINE_INSPECTOR_METADATA
mixed_prefill,23,L0:down_proj,LINEAR,8,1024,3072,FP16,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize128x64x64_stage3_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,1x-1x1024;1x-1x3072;1x3072x1024,1x-1x1024,/down_proj/MatMul;/Add_3,ENGINE_INSPECTOR_METADATA
mixed_prefill,27,L1:v_proj,LINEAR,8,1024,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x1024,1x-1x1024,/v_proj_1/MatMul;/v_proj_1/MatMul__a_dequant;/v_proj_1/MatMul__a_quant;/v_proj_1/MatMul__w_dequant,ENGINE_INSPECTOR_METADATA
mixed_prefill,33,L1:k_proj,LINEAR,8,1024,1024,INT8,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x1024,1x-1x1024,/k_proj_1/MatMul;/k_proj_1/MatMul__a_dequant;/k_proj_1/MatMul__a_quant;/k_proj_1/MatMul__w_dequant,ENGINE_INSPECTOR_METADATA
mixed_prefill,39,L1:q_proj,LINEAR,8,2048,1024,INT8,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x2048,1x-1x2048,/q_proj_1/MatMul;/q_proj_1/MatMul__a_dequant;/q_proj_1/MatMul__a_quant;/q_proj_1/MatMul__w_dequant,ENGINE_INSPECTOR_METADATA
mixed_prefill,44,L1:o_proj,LINEAR,8,128,-1,UNKNOWN,_gemm_mha_v2_0x1f788b071d831d329684abd45c8719fb,16x-1x128;16x128x-1;1x1x-1x-1;16x-1x128;1;1;1;1;1;1,16x-1x128,/o_proj_1/MatMul__a_quant;/MatMul_3;/Softmax_1;/Where_5;/Mul_16;/MatMul_2,ENGINE_INSPECTOR_METADATA
