engine,layer_index,layer_name,layer_type,operator,operator_kind,category,tactic,input_shapes,input_precisions,output_shapes,output_precisions,onnx_layers
fp16_decode,373,__myl_FcNegExpAddDivMulMul_myl0_373,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,UNKNOWN
fp16_decode,374,__myl_FcAdd_myl0_374,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,UNKNOWN
fp16_decode,375,__myl_MulMeaAddSqrDivMulMul_myl0_375,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,UNKNOWN
fp16_decode,376,/v_proj_25/MatMul+/k_proj_25/MatMul+/q_proj_25/MatMul_myl0_376,,L25:v_proj,LINEAR,GEMM,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,/v_proj_25/MatMul+/k_proj_25/MatMul+/q_proj_25/MatMul_myl0_376
fp16_decode,377,__myl_MovResConResRep_myl0_377,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,UNKNOWN
fp16_decode,378,__myl_MovResMulMea_myl0_378,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,UNKNOWN
fp16_decode,379,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_myl0_379,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,UNKNOWN
fp16_decode,380,__myl_MovResMulMea_myl0_380,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,UNKNOWN
fp16_decode,381,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_myl0_381,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,UNKNOWN
fp16_decode,382,/MatMul_50_myl0_382,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,/MatMul_50_myl0_382
fp16_decode,383,__myl_MulMaxSubExpSumDivMul_myl0_383,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,UNKNOWN
fp16_decode,384,/MatMul_51_myl0_384,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,/MatMul_51_myl0_384
fp16_decode,385,/o_proj_25/MatMul_myl0_385,,L25:o_proj,LINEAR,GEMM,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,/o_proj_25/MatMul_myl0_385
fp16_decode,386,__myl_AddMulMeaAddSqrDivMulMul_myl0_386,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,UNKNOWN
fp16_decode,387,/up_proj_25/MatMul_myl0_387,,L25:up_proj,LINEAR,GEMM,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,/up_proj_25/MatMul_myl0_387
fp16_decode,388,__myl_FcNegExpAddDivMulMul_myl0_388,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,UNKNOWN
fp16_decode,389,__myl_FcAdd_myl0_389,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,UNKNOWN
fp16_decode,390,__myl_MulMeaAddSqrDivMulMul_myl0_390,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,UNKNOWN
fp16_decode,391,/v_proj_26/MatMul+/k_proj_26/MatMul+/q_proj_26/MatMul_myl0_391,,L26:v_proj,LINEAR,GEMM,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,/v_proj_26/MatMul+/k_proj_26/MatMul+/q_proj_26/MatMul_myl0_391
fp16_decode,392,__myl_MovResConResRep_myl0_392,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,UNKNOWN
fp16_decode,393,__myl_MovResMulMea_myl0_393,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,UNKNOWN
fp16_decode,394,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_myl0_394,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,UNKNOWN
fp16_decode,395,__myl_MovResMulMea_myl0_395,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,UNKNOWN
fp16_decode,396,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_myl0_396,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,UNKNOWN
fp16_decode,397,/MatMul_52_myl0_397,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,/MatMul_52_myl0_397
fp16_decode,398,__myl_MulMaxSubExpSumDivMul_myl0_398,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,UNKNOWN
fp16_decode,399,/MatMul_53_myl0_399,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,/MatMul_53_myl0_399
fp16_decode,400,/o_proj_26/MatMul_myl0_400,,L26:o_proj,LINEAR,GEMM,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,/o_proj_26/MatMul_myl0_400
fp16_decode,401,__myl_AddMulMeaAddSqrDivMulMul_myl0_401,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,UNKNOWN
fp16_decode,402,/up_proj_26/MatMul_myl0_402,,L26:up_proj,LINEAR,GEMM,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,/up_proj_26/MatMul_myl0_402
fp16_decode,403,__myl_FcNegExpAddDivMulMul_myl0_403,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,UNKNOWN
fp16_decode,404,__myl_FcAdd_myl0_404,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,UNKNOWN
fp16_decode,405,__myl_MulMeaAddSqrDivMulMul_myl0_405,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,UNKNOWN
fp16_decode,406,/v_proj_27/MatMul+/k_proj_27/MatMul+/q_proj_27/MatMul_myl0_406,,L27:v_proj,LINEAR,GEMM,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,/v_proj_27/MatMul+/k_proj_27/MatMul+/q_proj_27/MatMul_myl0_406
fp16_decode,407,__myl_MovResConResRep_myl0_407,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,UNKNOWN
fp16_decode,408,__myl_MovResMulMea_myl0_408,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,UNKNOWN
fp16_decode,409,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_myl0_409,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,UNKNOWN
fp16_decode,410,__myl_MovResMulMea_myl0_410,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,UNKNOWN
fp16_decode,411,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_myl0_411,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,UNKNOWN
fp16_decode,412,/MatMul_54_myl0_412,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,/MatMul_54_myl0_412
fp16_decode,413,__myl_MulMaxSubExpSumDivMul_myl0_413,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,UNKNOWN
fp16_decode,414,/MatMul_55_myl0_414,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,/MatMul_55_myl0_414
fp16_decode,415,/o_proj_27/MatMul_myl0_415,,L27:o_proj,LINEAR,GEMM,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,/o_proj_27/MatMul_myl0_415
fp16_decode,416,__myl_AddMulMeaAddSqrDivMulMul_myl0_416,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,UNKNOWN
fp16_decode,417,/up_proj_27/MatMul_myl0_417,,L27:up_proj,LINEAR,GEMM,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,/up_proj_27/MatMul_myl0_417
fp16_decode,418,__myl_FcNegExpAddDivMulMul_myl0_418,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,UNKNOWN
fp16_decode,419,__myl_FcAdd_myl0_419,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_DETAILED_INSPECTOR,NONE,NONE,NONE,NONE,UNKNOWN
mixed_prefill,0,__mye181941_0_myl0_0,shape_call,UNKNOWN,UNKNOWN,NO_KERNEL,NONE,NONE,NONE,NONE,NONE,UNKNOWN
mixed_prefill,1,__myl_RepIotIotRepCasAddCasEqlLtOrSel_myl0_1,kgen,UNKNOWN,UNKNOWN,TENSORRT_INTERNAL,__myl_RepIotIotRepCasAddCasEqlLtOrSel_0xeed00a2999d9a920ce4be4d44852c879,1;1,Int64;Int64,-1x-1,Bool,/Trilu_27
mixed_prefill,2,__myl_MovMulMeaAddSqrDivMulMulMinMaxRouCasMulMinMaxRouCasMulMinMaxRouCas_myl0_2,kgen,L0:v_proj,LINEAR,TENSORRT_INTERNAL,__myl_MovMulMeaAddSqrDivMulMulMinMaxRouCasMulMinMaxRouCasMulMinMaxRouCas_0xc7a30bf0a7462c13e72d54b03c27c3b2_vec,1x1x1024;1x1x1024;1x1x1024;1x-1x1024;1x-1x1024;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,Half;Half;Half;Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64,1x-1x1024;1x-1x1024;1x-1x1024,Int8;Int8;Int8,/input_layernorm/Pow;/input_layernorm/ReduceMean;/input_layernorm/Sqrt;/input_layernorm/Add;/input_layernorm/Mul;/v_proj/MatMul__a_quant;/k_proj/MatMul__a_quant;/q_proj/MatMul__a_quant;/input_layernorm/Div
mixed_prefill,3,__mye725921_myl0_3,signal,UNKNOWN,UNKNOWN,NO_KERNEL,NONE,NONE,NONE,NONE,NONE,UNKNOWN
mixed_prefill,4,__mye725923_myl0_4,wait,UNKNOWN,UNKNOWN,NO_KERNEL,NONE,NONE,NONE,NONE,NONE,UNKNOWN
mixed_prefill,5,__myl_FcCas_myl0_5,fusion,L0:v_proj,LINEAR,GEMM,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x1024,Int8;Int8,1x-1x1024,Half,/v_proj/MatMul;/v_proj/MatMul__a_dequant;/v_proj/MatMul__a_quant;/v_proj/MatMul__w_dequant
mixed_prefill,6,__myl_ResTraResSliRepRes_myl0_6,kgen,L1:ATTENTION_VALUE,ATTENTION_GEMM,TENSORRT_INTERNAL,__myl_ResTraResSliRepRes_0xb5ca1ead775f2215fdc6b72339368a3f,1x-1x1024;1;1;1;1;1;1;1;1;1;1;1,Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64,16x-1x128;1x8x-1x128,Half;Half,/Reshape_2;/Transpose_2;/Expand_1;/MatMul_1;/Unsqueeze_18
mixed_prefill,7,__mye725931_myl0_7,signal,UNKNOWN,UNKNOWN,NO_KERNEL,NONE,NONE,NONE,NONE,NONE,UNKNOWN
mixed_prefill,8,__mye725925_myl0_8,wait,UNKNOWN,UNKNOWN,NO_KERNEL,NONE,NONE,NONE,NONE,NONE,UNKNOWN
mixed_prefill,9,__myl_FcCas_myl0_9,fusion,L0:k_proj,LINEAR,GEMM,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x1024,Int8;Int8,1x-1x1024,Half,/k_proj/MatMul;/k_proj/MatMul__a_dequant;/k_proj/MatMul__a_quant;/k_proj/MatMul__w_dequant
mixed_prefill,10,__myl_ResMulMea_myl0_10,kgen,UNKNOWN,UNKNOWN,TENSORRT_INTERNAL,__myl_ResMulMea_0x356824d54c2e1ab1f7825eefa1e6b632_vec,1x-1x1024;1;1;1;1;1;1;1,Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64,1x-1x8x1;1x-1x8x128,Half;Half,/Reshape_1;/k_norm/Pow;/k_norm/ReduceMean
mixed_prefill,11,__mye725927_myl0_11,signal,UNKNOWN,UNKNOWN,NO_KERNEL,NONE,NONE,NONE,NONE,NONE,UNKNOWN
mixed_prefill,12,__myl_FcCas_myl0_12,fusion,L0:q_proj,LINEAR,GEMM,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x2048,Int8;Int8,1x-1x2048,Half,/q_proj/MatMul;/q_proj/MatMul__a_dequant;/q_proj/MatMul__a_quant;/q_proj/MatMul__w_dequant
mixed_prefill,13,__myl_ResMulMea_myl0_13,kgen,UNKNOWN,UNKNOWN,TENSORRT_INTERNAL,__myl_ResMulMea_0x9a67bce87aa70b5a86539a0972d2e0f6_vec,1x-1x2048;1;1;1;1;1;1;1;1,Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64,1x-1x16x1;1x-1x16x128,Half;Half,/Reshape;/q_norm/Pow;/q_norm/ReduceMean
mixed_prefill,14,__mye725929_myl0_14,wait,UNKNOWN,UNKNOWN,NO_KERNEL,NONE,NONE,NONE,NONE,NONE,UNKNOWN
mixed_prefill,15,__myl_CasResMulConSinResCosResAddSqrAddSqrDivMulDivMulMulTraSliSliNegConMulMulAddResSliRepResTraEtc_myl0_15,kgen,L0:ATTENTION_SCORE,ATTENTION_GEMM,TENSORRT_INTERNAL,__myl_CasResMulConSinResCosResAddSqrAddSqrDivMulDivMulMulTraSliSliNegConMulMulAddResSliRepResTraEtc_0xeeda8c3ad0b01a41e68bda37288b89cd,1x-1x8x1;1x-1x16x1;1x1x64;1x1x1x128;1x-1x16x128;1x1x1x128;1x-1x8x128;1x-1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,Half;Half;Half;Half;Half;Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64,1x1x-1x128;1x1x-1x128;16x-1x128;16x128x-1;1x8x-1x128,Half;Half;Half;Half;Half,/Cast;/Unsqueeze_6;/k_norm/Div;/q_norm/Div;/k_norm/Mul;/k_norm/Mul_1;/Transpose_1;/Slice_2;/Slice_3;/Concat_5;/Mul_4;/Add_1;/Mul_3;/Expand;/Reshape_4;/Transpose_3;/MatMul;/Unsqueeze_13;/Neg_1;/q_norm/Mul;/q_norm/Mul_1;/Transpose;/Slice;/Slice_1;/Concat_4;/Mul_2;/Add;/Mul_1;/Neg;/Sin;/Unsqueeze_8;/Cos;/Unsqueeze_7;/Concat_3;/Mul;/q_norm/Sqrt;/q_norm/Add;/k_norm/Sqrt;/k_norm/Add
mixed_prefill,16,__mye725933_myl0_16,wait,UNKNOWN,UNKNOWN,NO_KERNEL,NONE,NONE,NONE,NONE,NONE,UNKNOWN
mixed_prefill,17,_gemm_mha_v2_myl0_17,kgen,L0:o_proj,LINEAR,ATTENTION_GEMM,_gemm_mha_v2_0xbbc42f75034653fb101166ea3f96b8ac,16x-1x128;16x128x-1;1x1x-1x-1;16x-1x128;1;1;1;1;1;1,Half;Half;Bool;Half;Int64;Int64;Int64;Int64;Int64;Int64,16x-1x128,Int8,/o_proj/MatMul__a_quant;/MatMul_1;/Softmax;/Where_2;/Mul_7;/MatMul
mixed_prefill,18,__myl_ResTra_myl0_18,kgen,L1:ATTENTION_VALUE,ATTENTION_GEMM,TENSORRT_INTERNAL,__myl_ResTra_0xc03916d7cfa55338996dbe92c4283d8c,16x-1x128;1;1;1,Int8;Int64;Int64;Int64,1x-1x16x128,Int8,/MatMul_1;/Transpose_4;/Reshape_7
mixed_prefill,19,__myl_FcCasAdd_myl0_19,fusion,L0:o_proj,LINEAR,GEMM,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x-1x2048;1x2048x1024,Half;Int8;Int8,1x-1x1024,Half,/o_proj/MatMul;/o_proj/MatMul__a_dequant;/o_proj/MatMul__a_quant;/o_proj/MatMul__w_dequant;/Add_2
mixed_prefill,20,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_myl0_20,kgen,L0:gate_proj,LINEAR,TENSORRT_INTERNAL,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0x8a866b4697691e17e265b1490eb77602_vec,1x-1x1024;1x-1x1024;1x-1x1024;1x1x1024;1;1;1;1;1;1;1;1;1;1;1;1;1,Half;Half;Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64,1x-1x1024;1x-1x1024,Half;Int8,/post_attention_layernorm/Div;/gate_proj/MatMul__a_quant;/post_attention_layernorm/Mul_1;/post_attention_layernorm/Mul;/post_attention_layernorm/Add;/post_attention_layernorm/Sqrt;/post_attention_layernorm/ReduceMean;/post_attention_layernorm/Pow
mixed_prefill,21,/up_proj/MatMul_myl0_21,gemm,L0:up_proj,LINEAR,GEMM,ampere_h16816gemm_128x64_ldg8_nn_v1,1x-1x1024;1x1024x3072;1;1,Half;Half;Float;Float,1x-1x3072,Half,/up_proj/MatMul
mixed_prefill,22,__myl_FcCasNegExpAddDivMulMul_myl0_22,fusion,L0:gate_proj,LINEAR,GEMM,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x3072;1x-1x1024;1x1024x3072,Half;Int8;Int8,1x-1x3072,Half,/gate_proj/MatMul;/gate_proj/MatMul__a_dequant;/gate_proj/MatMul__a_quant;/gate_proj/MatMul__w_dequant;/Mul_8;/Mul_9;/Sigmoid
mixed_prefill,23,__myl_FcAdd_myl0_23,fusion,L0:down_proj,LINEAR,GEMM,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize128x64x64_stage3_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,1x-1x1024;1x-1x3072;1x3072x1024,Half;Half;Half,1x-1x1024,Half,/down_proj/MatMul;/Add_3
mixed_prefill,24,__myl_MulMeaAddSqrDivMulMulMinMaxRouCasMulMinMaxRouCasMulMinMaxRouCas_myl0_24,kgen,L1:v_proj,LINEAR,TENSORRT_INTERNAL,__myl_MulMeaAddSqrDivMulMulMinMaxRouCasMulMinMaxRouCasMulMinMaxRouCas_0x14bacf080290e339db28d1223365390a_vec,1x1x1024;1x1x1024;1x1x1024;1x-1x1024;1x-1x1024;1x-1x1024;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,Half;Half;Half;Half;Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64,1x-1x1024;1x-1x1024;1x-1x1024,Int8;Int8;Int8,/input_layernorm_1/Pow;/input_layernorm_1/ReduceMean;/input_layernorm_1/Sqrt;/input_layernorm_1/Add;/input_layernorm_1/Mul;/v_proj_1/MatMul__a_quant;/k_proj_1/MatMul__a_quant;/q_proj_1/MatMul__a_quant;/input_layernorm_1/Div
mixed_prefill,25,__mye725935_myl0_25,signal,UNKNOWN,UNKNOWN,NO_KERNEL,NONE,NONE,NONE,NONE,NONE,UNKNOWN
mixed_prefill,26,__mye725937_myl0_26,wait,UNKNOWN,UNKNOWN,NO_KERNEL,NONE,NONE,NONE,NONE,NONE,UNKNOWN
mixed_prefill,27,__myl_FcCas_myl0_27,fusion,L1:v_proj,LINEAR,GEMM,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x1024,Int8;Int8,1x-1x1024,Half,/v_proj_1/MatMul;/v_proj_1/MatMul__a_dequant;/v_proj_1/MatMul__a_quant;/v_proj_1/MatMul__w_dequant
mixed_prefill,28,__mye725939_myl0_28,signal,UNKNOWN,UNKNOWN,NO_KERNEL,NONE,NONE,NONE,NONE,NONE,UNKNOWN
mixed_prefill,29,__mye725941_myl0_29,wait,UNKNOWN,UNKNOWN,NO_KERNEL,NONE,NONE,NONE,NONE,NONE,UNKNOWN
mixed_prefill,30,__myl_ResTraResSliRepRes_myl0_30,kgen,L3:ATTENTION_VALUE,ATTENTION_GEMM,TENSORRT_INTERNAL,__myl_ResTraResSliRepRes_0xb5ca1ead775f2215fdc6b72339368a3f,1x-1x1024;1;1;1;1;1;1;1;1;1;1;1,Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64,16x-1x128;1x8x-1x128,Half;Half,/Reshape_10;/Transpose_7;/Expand_3;/MatMul_3;/Unsqueeze_42
mixed_prefill,31,__mye725953_myl0_31,signal,UNKNOWN,UNKNOWN,NO_KERNEL,NONE,NONE,NONE,NONE,NONE,UNKNOWN
mixed_prefill,32,__mye725943_myl0_32,wait,UNKNOWN,UNKNOWN,NO_KERNEL,NONE,NONE,NONE,NONE,NONE,UNKNOWN
mixed_prefill,33,__myl_FcCas_myl0_33,fusion,L1:k_proj,LINEAR,GEMM,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x1024,Int8;Int8,1x-1x1024,Half,/k_proj_1/MatMul;/k_proj_1/MatMul__a_dequant;/k_proj_1/MatMul__a_quant;/k_proj_1/MatMul__w_dequant
mixed_prefill,34,__mye725945_myl0_34,signal,UNKNOWN,UNKNOWN,NO_KERNEL,NONE,NONE,NONE,NONE,NONE,UNKNOWN
mixed_prefill,35,__mye725947_myl0_35,wait,UNKNOWN,UNKNOWN,NO_KERNEL,NONE,NONE,NONE,NONE,NONE,UNKNOWN
mixed_prefill,36,__myl_ResMulMea_myl0_36,kgen,UNKNOWN,UNKNOWN,TENSORRT_INTERNAL,__myl_ResMulMea_0x356824d54c2e1ab1f7825eefa1e6b632_vec,1x-1x1024;1;1;1;1;1;1;1,Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64,1x-1x8x1;1x-1x8x128,Half;Half,/Reshape_9;/k_norm_1/Pow;/k_norm_1/ReduceMean
mixed_prefill,37,__myl_AddSqrDivMulMulTraSliSliNegConMulMulAddResSliRepResTraRes_myl0_37,kgen,L2:ATTENTION_VALUE,ATTENTION_GEMM,TENSORRT_INTERNAL,__myl_AddSqrDivMulMulTraSliSliNegConMulMulAddResSliRepResTraRes_0x4ad536b524b3f7a2415d97f02da12733,1x1x-1x128;1x1x-1x128;1x1x1x128;1x-1x8x128;1x-1x8x1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,Half;Half;Half;Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64,16x128x-1;1x8x-1x128,Half;Half,/k_norm_1/Add;/k_norm_1/Sqrt;/k_norm_1/Mul;/k_norm_1/Mul_1;/Transpose_6;/Slice_6;/Slice_7;/Concat_16;/Mul_13;/Add_5;/Mul_12;/Expand_2;/Reshape_12;/Transpose_8;/MatMul_2;/Unsqueeze_37;/Neg_3;/k_norm_1/Div
mixed_prefill,38,__mye725949_myl0_38,signal,UNKNOWN,UNKNOWN,NO_KERNEL,NONE,NONE,NONE,NONE,NONE,UNKNOWN
mixed_prefill,39,__myl_FcCas_myl0_39,fusion,L1:q_proj,LINEAR,GEMM,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,1x-1x1024;1x1024x2048,Int8;Int8,1x-1x2048,Half,/q_proj_1/MatMul;/q_proj_1/MatMul__a_dequant;/q_proj_1/MatMul__a_quant;/q_proj_1/MatMul__w_dequant
mixed_prefill,40,__myl_ResMulMea_myl0_40,kgen,UNKNOWN,UNKNOWN,TENSORRT_INTERNAL,__myl_ResMulMea_0x9a67bce87aa70b5a86539a0972d2e0f6_vec,1x-1x2048;1;1;1;1;1;1;1;1,Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64,1x-1x16x1;1x-1x16x128,Half;Half,/Reshape_8;/q_norm_1/Pow;/q_norm_1/ReduceMean
mixed_prefill,41,__myl_AddSqrDivMulMulTraSliSliNegConMulMulAddRes_myl0_41,kgen,L2:ATTENTION_VALUE,ATTENTION_GEMM,TENSORRT_INTERNAL,__myl_AddSqrDivMulMulTraSliSliNegConMulMulAddRes_0x6acc4948abd0f5b32a0e9f68913929b0,1x1x-1x128;1x1x-1x128;1x1x1x128;1x-1x16x128;1x-1x16x1;1;1;1;1;1,Half;Half;Half;Half;Half;Int64;Int64;Int64;Int64;Int64,16x-1x128,Half,/q_norm_1/Add;/q_norm_1/Sqrt;/q_norm_1/Mul;/q_norm_1/Mul_1;/Transpose_5;/Slice_4;/Slice_5;/Concat_15;/Mul_11;/Add_4;/Mul_10;/MatMul_2;/Neg_2;/q_norm_1/Div
