layer_id,layer_name,trt_layer_type,tactic,precision,candidate_onnx_node,candidate_operator,confidence,evidence
177,__myl_MulMeaAddSqrDivMulDivMinMaxRouCasDivMinMaxRouCasDivMinMaxRouCas_myl0_177,kgen,__myl_MulMeaAddSqrDivMulDivMinMaxRouCasDivMinMaxRouCasDivMinMaxRouCas_0x9f2c300bb597625319cadec4728f9bc5,inputs=Half;Half;Half;Half;Half;Half|outputs=Int8;Int8;Int8,/q_proj_7/MatMul__a_quant;/k_proj_7/MatMul__a_quant;/v_proj_7/MatMul__a_quant;/input_layernorm_7/Mul;/input_layernorm_7/Sqrt;/input_layernorm_7/Div;/input_layernorm_7/Add;/input_layernorm_7/ReduceMean;/input_layernorm_7/Pow,L7:q_proj;L7:k_proj;L7:v_proj;L7:input_layernorm,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
178,__mye676950_myl0_178,signal,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
179,__mye676952_myl0_179,wait,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
180,__myl_FcCas_myl0_180,fusion,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,inputs=Int8;Int8|outputs=Half,/v_proj_7/MatMul;/v_proj_7/MatMul__a_dequant;/v_proj_7/MatMul__a_quant;/v_proj_7/MatMul__w_dequant,L7:v_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
181,__myl_ResConResRep_myl0_181,kgen,__myl_ResConResRep_0x9d40828c020eb6bb972be950c35191c1,inputs=Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64|outputs=Half;Half,/Reshape_58;/Transpose_37;/Unsqueeze_172;/Expand_15;/Concat_91,UNKNOWN,MEDIUM,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + OPERATOR_NAME_NOT_RECOGNIZED
182,__mye676960_myl0_182,signal,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
183,__mye676954_myl0_183,wait,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
184,__myl_FcCas_myl0_184,fusion,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,inputs=Int8;Int8|outputs=Half,/k_proj_7/MatMul;/k_proj_7/MatMul__a_dequant;/k_proj_7/MatMul__a_quant;/k_proj_7/MatMul__w_dequant,L7:k_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
185,__myl_ResMulMea_myl0_185,kgen,__myl_ResMulMea_0x3c91498c3beee36a5653966af1581a8a,inputs=Half|outputs=Half;Half,/Reshape_57;/k_norm_7/Pow;/k_norm_7/ReduceMean,L7:k_norm,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
186,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_myl0_186,kgen,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_0x5aea462b6a819ceadd3ebb32874c078f,inputs=Half;Half;Half;Half;Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64|outputs=Half;Half,/k_norm_7/Add;/k_norm_7/Sqrt;/k_norm_7/Mul;/k_norm_7/Mul_1;/Transpose_36;/Slice_30;/Slice_31;/Concat_89;/Mul_67;/Add_29;/Mul_66;/Unsqueeze_167;/Reshape_60;/Transpose_38;/Expand_14;/Concat_90;/Neg_15;/k_norm_7/Div,L7:k_norm,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
187,__mye676956_myl0_187,signal,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
188,__myl_FcCas_myl0_188,fusion,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,inputs=Int8;Int8|outputs=Half,/q_proj_7/MatMul;/q_proj_7/MatMul__a_dequant;/q_proj_7/MatMul__a_quant;/q_proj_7/MatMul__w_dequant,L7:q_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
189,__myl_ResMulMea_myl0_189,kgen,__myl_ResMulMea_0xf2413012cd9ac6341b95d78f3432c656,inputs=Half|outputs=Half;Half,/Reshape_56;/q_norm_7/Pow;/q_norm_7/ReduceMean,L7:q_norm,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
190,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_myl0_190,kgen,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_0xf1ba08cc3beaba8ee91b0504be9c2cf4,inputs=Half;Half;Half;Half;Half|outputs=Half,/q_norm_7/Add;/q_norm_7/Sqrt;/q_norm_7/Mul;/q_norm_7/Mul_1;/Transpose_35;/Slice_28;/Slice_29;/Concat_88;/Mul_65;/Add_28;/Mul_64;/Neg_14;/q_norm_7/Div,L7:q_norm,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
191,__mye676958_myl0_191,wait,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
192,/MatMul_14_myl0_192,gemm,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,inputs=Half;Half;Float;Float|outputs=Half,/MatMul_14,UNKNOWN,MEDIUM,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + OPERATOR_NAME_NOT_RECOGNIZED
193,__myl_MulMaxSubExpSumDivMul_myl0_193,kgen,__myl_MulMaxSubExpSumDivMul_0x1108f5a078d6e65507c06537b9b2e43f,inputs=Half;Int64;Int64|outputs=Half,/Mul_70;/Softmax_7,UNKNOWN,MEDIUM,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + OPERATOR_NAME_NOT_RECOGNIZED
194,__mye676962_myl0_194,wait,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
195,/MatMul_15_myl0_195,gemm,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,inputs=Half;Half;Float;Float|outputs=Half,/MatMul_15,UNKNOWN,MEDIUM,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + OPERATOR_NAME_NOT_RECOGNIZED
196,__myl_MulMinMaxRouCas_myl0_196,kgen,__myl_MulMinMaxRouCas_0x56e74360c3e8a36d72970af72bdd3e2b,inputs=Half|outputs=Int8,/o_proj_7/MatMul__a_quant,L7:o_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
197,__myl_FcCasAdd_myl0_197,fusion,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,inputs=Half;Int8;Int8|outputs=Half,/o_proj_7/MatMul;/o_proj_7/MatMul__a_dequant;/o_proj_7/MatMul__a_quant;/o_proj_7/MatMul__w_dequant;/Add_30,L7:o_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
198,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_myl0_198,kgen,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0xc17a9e1c8880e75049e64b4f3bf21f16,inputs=Half;Half;Half;Half|outputs=Int8;Half,/post_attention_layernorm_7/Pow;/post_attention_layernorm_7/ReduceMean;/post_attention_layernorm_7/Add;/post_attention_layernorm_7/Div;/post_attention_layernorm_7/Sqrt;/post_attention_layernorm_7/Mul;/post_attention_layernorm_7/Mul_1;/gate_proj_7/MatMul__a_quant,L7:post_attention_layernorm;L7:gate_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
199,/up_proj_7/MatMul_myl0_199,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,inputs=Half;Half;Float;Float|outputs=Half,/up_proj_7/MatMul,L7:up_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
200,__myl_FcCasNegExpAddDivMulMul_myl0_200,fusion,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,inputs=Half;Int8;Int8|outputs=Half,/gate_proj_7/MatMul;/gate_proj_7/MatMul__a_dequant;/gate_proj_7/MatMul__a_quant;/gate_proj_7/MatMul__w_dequant;/Mul_71;/Mul_72;/Sigmoid_7,L7:gate_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
201,__myl_FcAdd_myl0_201,fusion,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,inputs=Half;Half;Half|outputs=Half,/down_proj_7/MatMul;/Add_31,L7:down_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
202,__myl_MulMeaAddSqrDivMulDivMinMaxRouCasDivMinMaxRouCasDivMinMaxRouCas_myl0_202,kgen,__myl_MulMeaAddSqrDivMulDivMinMaxRouCasDivMinMaxRouCasDivMinMaxRouCas_0x9f2c300bb597625319cadec4728f9bc5,inputs=Half;Half;Half;Half;Half;Half|outputs=Int8;Int8;Int8,/q_proj_8/MatMul__a_quant;/k_proj_8/MatMul__a_quant;/v_proj_8/MatMul__a_quant;/input_layernorm_8/Mul;/input_layernorm_8/Sqrt;/input_layernorm_8/Div;/input_layernorm_8/Add;/input_layernorm_8/ReduceMean;/input_layernorm_8/Pow,L8:q_proj;L8:k_proj;L8:v_proj;L8:input_layernorm,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
203,__mye676964_myl0_203,signal,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
204,__mye676966_myl0_204,wait,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
205,__myl_FcCas_myl0_205,fusion,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,inputs=Int8;Int8|outputs=Half,/v_proj_8/MatMul;/v_proj_8/MatMul__a_dequant;/v_proj_8/MatMul__a_quant;/v_proj_8/MatMul__w_dequant,L8:v_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
206,__myl_ResConResRep_myl0_206,kgen,__myl_ResConResRep_0x9d40828c020eb6bb972be950c35191c1,inputs=Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64|outputs=Half;Half,/Reshape_66;/Transpose_42;/Unsqueeze_194;/Expand_17;/Concat_103,UNKNOWN,MEDIUM,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + OPERATOR_NAME_NOT_RECOGNIZED
207,__mye676974_myl0_207,signal,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
208,__mye676968_myl0_208,wait,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
209,__myl_FcCas_myl0_209,fusion,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,inputs=Int8;Int8|outputs=Half,/k_proj_8/MatMul;/k_proj_8/MatMul__a_dequant;/k_proj_8/MatMul__a_quant;/k_proj_8/MatMul__w_dequant,L8:k_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
210,__myl_ResMulMea_myl0_210,kgen,__myl_ResMulMea_0x3c91498c3beee36a5653966af1581a8a,inputs=Half|outputs=Half;Half,/Reshape_65;/k_norm_8/Pow;/k_norm_8/ReduceMean,L8:k_norm,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
211,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_myl0_211,kgen,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_0x5aea462b6a819ceadd3ebb32874c078f,inputs=Half;Half;Half;Half;Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64|outputs=Half;Half,/k_norm_8/Add;/k_norm_8/Sqrt;/k_norm_8/Mul;/k_norm_8/Mul_1;/Transpose_41;/Slice_34;/Slice_35;/Concat_101;/Mul_76;/Add_33;/Mul_75;/Unsqueeze_189;/Reshape_68;/Transpose_43;/Expand_16;/Concat_102;/Neg_17;/k_norm_8/Div,L8:k_norm,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
212,__mye676970_myl0_212,signal,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
213,__myl_FcCas_myl0_213,fusion,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,inputs=Int8;Int8|outputs=Half,/q_proj_8/MatMul;/q_proj_8/MatMul__a_dequant;/q_proj_8/MatMul__a_quant;/q_proj_8/MatMul__w_dequant,L8:q_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
214,__myl_ResMulMea_myl0_214,kgen,__myl_ResMulMea_0xf2413012cd9ac6341b95d78f3432c656,inputs=Half|outputs=Half;Half,/Reshape_64;/q_norm_8/Pow;/q_norm_8/ReduceMean,L8:q_norm,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
215,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_myl0_215,kgen,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_0xf1ba08cc3beaba8ee91b0504be9c2cf4,inputs=Half;Half;Half;Half;Half|outputs=Half,/q_norm_8/Add;/q_norm_8/Sqrt;/q_norm_8/Mul;/q_norm_8/Mul_1;/Transpose_40;/Slice_32;/Slice_33;/Concat_100;/Mul_74;/Add_32;/Mul_73;/Neg_16;/q_norm_8/Div,L8:q_norm,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
216,__mye676972_myl0_216,wait,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
217,/MatMul_16_myl0_217,gemm,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,inputs=Half;Half;Float;Float|outputs=Half,/MatMul_16,UNKNOWN,MEDIUM,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + OPERATOR_NAME_NOT_RECOGNIZED
218,__myl_MulMaxSubExpSumDivMul_myl0_218,kgen,__myl_MulMaxSubExpSumDivMul_0x1108f5a078d6e65507c06537b9b2e43f,inputs=Half;Int64;Int64|outputs=Half,/Mul_79;/Softmax_8,UNKNOWN,MEDIUM,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + OPERATOR_NAME_NOT_RECOGNIZED
219,__mye676976_myl0_219,wait,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
220,/MatMul_17_myl0_220,gemm,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,inputs=Half;Half;Float;Float|outputs=Half,/MatMul_17,UNKNOWN,MEDIUM,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + OPERATOR_NAME_NOT_RECOGNIZED
221,__myl_FcAdd_myl0_221,fusion,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,inputs=Half;Half;Half|outputs=Half,/o_proj_8/MatMul;/Add_34,L8:o_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
222,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_myl0_222,kgen,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0xeadba79c8105dff3fdb08ce085e7b12c,inputs=Half;Half;Half;Half|outputs=Int8;Half,/post_attention_layernorm_8/Pow;/post_attention_layernorm_8/ReduceMean;/post_attention_layernorm_8/Add;/post_attention_layernorm_8/Div;/post_attention_layernorm_8/Sqrt;/post_attention_layernorm_8/Mul;/post_attention_layernorm_8/Mul_1;/gate_proj_8/MatMul__a_quant,L8:post_attention_layernorm;L8:gate_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
223,/up_proj_8/MatMul_myl0_223,gemm,sm80_xmma_gemm_f16f16_f16f32_f32_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,inputs=Half;Half;Float;Float|outputs=Half,/up_proj_8/MatMul,L8:up_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
224,__myl_FcCasNegExpAddDivMulMul_myl0_224,fusion,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,inputs=Half;Int8;Int8|outputs=Half,/gate_proj_8/MatMul;/gate_proj_8/MatMul__a_dequant;/gate_proj_8/MatMul__a_quant;/gate_proj_8/MatMul__w_dequant;/Mul_80;/Mul_81;/Sigmoid_8,L8:gate_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
225,__myl_FcAdd_myl0_225,fusion,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,inputs=Half;Half;Half|outputs=Half,/down_proj_8/MatMul;/Add_35,L8:down_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
226,__myl_MulMeaAddSqrDivMulDivMinMaxRouCasDivMinMaxRouCasDivMinMaxRouCas_myl0_226,kgen,__myl_MulMeaAddSqrDivMulDivMinMaxRouCasDivMinMaxRouCasDivMinMaxRouCas_0x9f2c300bb597625319cadec4728f9bc5,inputs=Half;Half;Half;Half;Half;Half|outputs=Int8;Int8;Int8,/q_proj_9/MatMul__a_quant;/k_proj_9/MatMul__a_quant;/v_proj_9/MatMul__a_quant;/input_layernorm_9/Mul;/input_layernorm_9/Sqrt;/input_layernorm_9/Div;/input_layernorm_9/Add;/input_layernorm_9/ReduceMean;/input_layernorm_9/Pow,L9:q_proj;L9:k_proj;L9:v_proj;L9:input_layernorm,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
227,__mye676978_myl0_227,signal,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
228,__mye676980_myl0_228,wait,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
229,__myl_FcCas_myl0_229,fusion,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,inputs=Int8;Int8|outputs=Half,/v_proj_9/MatMul;/v_proj_9/MatMul__a_dequant;/v_proj_9/MatMul__a_quant;/v_proj_9/MatMul__w_dequant,L9:v_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
230,__myl_ResConResRep_myl0_230,kgen,__myl_ResConResRep_0x9d40828c020eb6bb972be950c35191c1,inputs=Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64|outputs=Half;Half,/Reshape_74;/Transpose_47;/Unsqueeze_216;/Expand_19;/Concat_115,UNKNOWN,MEDIUM,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + OPERATOR_NAME_NOT_RECOGNIZED
231,__mye676988_myl0_231,signal,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
232,__mye676982_myl0_232,wait,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
233,__myl_FcCas_myl0_233,fusion,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,inputs=Int8;Int8|outputs=Half,/k_proj_9/MatMul;/k_proj_9/MatMul__a_dequant;/k_proj_9/MatMul__a_quant;/k_proj_9/MatMul__w_dequant,L9:k_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
234,__myl_ResMulMea_myl0_234,kgen,__myl_ResMulMea_0x3c91498c3beee36a5653966af1581a8a,inputs=Half|outputs=Half;Half,/Reshape_73;/k_norm_9/Pow;/k_norm_9/ReduceMean,L9:k_norm,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
235,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_myl0_235,kgen,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_0x5aea462b6a819ceadd3ebb32874c078f,inputs=Half;Half;Half;Half;Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64|outputs=Half;Half,/k_norm_9/Add;/k_norm_9/Sqrt;/k_norm_9/Mul;/k_norm_9/Mul_1;/Transpose_46;/Slice_38;/Slice_39;/Concat_113;/Mul_85;/Add_37;/Mul_84;/Unsqueeze_211;/Reshape_76;/Transpose_48;/Expand_18;/Concat_114;/Neg_19;/k_norm_9/Div,L9:k_norm,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
236,__mye676984_myl0_236,signal,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
237,__myl_FcCas_myl0_237,fusion,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,inputs=Int8;Int8|outputs=Half,/q_proj_9/MatMul;/q_proj_9/MatMul__a_dequant;/q_proj_9/MatMul__a_quant;/q_proj_9/MatMul__w_dequant,L9:q_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
238,__myl_ResMulMea_myl0_238,kgen,__myl_ResMulMea_0xf2413012cd9ac6341b95d78f3432c656,inputs=Half|outputs=Half;Half,/Reshape_72;/q_norm_9/Pow;/q_norm_9/ReduceMean,L9:q_norm,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
239,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_myl0_239,kgen,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_0xf1ba08cc3beaba8ee91b0504be9c2cf4,inputs=Half;Half;Half;Half;Half|outputs=Half,/q_norm_9/Add;/q_norm_9/Sqrt;/q_norm_9/Mul;/q_norm_9/Mul_1;/Transpose_45;/Slice_36;/Slice_37;/Concat_112;/Mul_83;/Add_36;/Mul_82;/Neg_18;/q_norm_9/Div,L9:q_norm,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
240,__mye676986_myl0_240,wait,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
241,/MatMul_18_myl0_241,gemm,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,inputs=Half;Half;Float;Float|outputs=Half,/MatMul_18,UNKNOWN,MEDIUM,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + OPERATOR_NAME_NOT_RECOGNIZED
242,__myl_MulMaxSubExpSumDivMul_myl0_242,kgen,__myl_MulMaxSubExpSumDivMul_0x1108f5a078d6e65507c06537b9b2e43f,inputs=Half;Int64;Int64|outputs=Half,/Mul_88;/Softmax_9,UNKNOWN,MEDIUM,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + OPERATOR_NAME_NOT_RECOGNIZED
243,__mye676990_myl0_243,wait,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
244,/MatMul_19_myl0_244,gemm,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,inputs=Half;Half;Float;Float|outputs=Half,/MatMul_19,UNKNOWN,MEDIUM,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + OPERATOR_NAME_NOT_RECOGNIZED
