layer_id,layer_name,layer_type,metadata,input_tensors,output_tensors,precision,tactic_name
175,__myl_FcCasNegExpAddDivMulMul_myl0_175,fusion,[ONNX Layer: /gate_proj_6/MatMul];[ONNX Layer: /gate_proj_6/MatMul__a_dequant];[ONNX Layer: /gate_proj_6/MatMul__a_quant];[ONNX Layer: /gate_proj_6/MatMul__w_dequant];[ONNX Layer: /Mul_62];[ONNX Layer: /Mul_63];[ONNX Layer: /Sigmoid_6],"[{""name"":""__myln_k_arg__bb1_2839"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_2838"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye617424dconst"",""shape"":[1,1024,3072],""precision"":""Int8""}]","[{""name"":""__myln_k_arg__bb1_2840"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
176,__myl_FcAdd_myl0_176,fusion,[ONNX Layer: /down_proj_6/MatMul];[ONNX Layer: /Add_27],"[{""name"":""__myln_k_arg__bb1_2836"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_2840"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""onnx__MatMul_7780 _ ONNXTRT_Broadcast_1989_constantHalf"",""shape"":[1,3072,1024],""precision"":""Half""}]","[{""name"":""hidden_l6"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Half;Half|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_by_fusion_tactic
177,__myl_MulMeaAddSqrDivMulDivMinMaxRouCasDivMinMaxRouCasDivMinMaxRouCas_myl0_177,kgen,[ONNX Layer: /q_proj_7/MatMul__a_quant];[ONNX Layer: /k_proj_7/MatMul__a_quant];[ONNX Layer: /v_proj_7/MatMul__a_quant];[ONNX Layer: /input_layernorm_7/Mul];[ONNX Layer: /input_layernorm_7/Sqrt];[ONNX Layer: /input_layernorm_7/Div];[ONNX Layer: /input_layernorm_7/Add];[ONNX Layer: /input_layernorm_7/ReduceMean];[ONNX Layer: /input_layernorm_7/Pow],"[{""name"":""hidden_l6"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""hidden_l6"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""hidden_l6"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye609334_dconst"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye609361_dconst"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye609388_dconst"",""shape"":[1,1,1024],""precision"":""Half""}]","[{""name"":""__myln_k_arg__bb1_2844"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__myln_k_arg__bb1_2843"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__myln_k_arg__bb1_2842"",""shape"":[1,1,1024],""precision"":""Int8""}]",inputs=Half;Half;Half;Half;Half;Half|outputs=Int8;Int8;Int8,__myl_MulMeaAddSqrDivMulDivMinMaxRouCasDivMinMaxRouCasDivMinMaxRouCas_0x9f2c300bb597625319cadec4728f9bc5
178,__mye676950_myl0_178,signal,,[],[],inputs=NONE|outputs=NONE,UNKNOWN
179,__mye676952_myl0_179,wait,,[],[],inputs=NONE|outputs=NONE,UNKNOWN
180,__myl_FcCas_myl0_180,fusion,[ONNX Layer: /v_proj_7/MatMul];[ONNX Layer: /v_proj_7/MatMul__a_dequant];[ONNX Layer: /v_proj_7/MatMul__a_quant];[ONNX Layer: /v_proj_7/MatMul__w_dequant],"[{""name"":""__myln_k_arg__bb1_2844"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye617429dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]","[{""name"":""__myln_k_arg__bb1_2845"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
181,__myl_ResConResRep_myl0_181,kgen,[ONNX Layer: /Reshape_58];[ONNX Layer: /Transpose_37];[ONNX Layer: /Unsqueeze_172];[ONNX Layer: /Expand_15];[ONNX Layer: /Concat_91],"[{""name"":""past_v7"",""shape"":[1,8,-1,128],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_2845"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""proxy___mye669774"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye669819"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye669844"",""shape"":[1],""precision"":""Int64""},{""name"":""__mye66760_proxy.1"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye617566"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye617533"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye617506"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye617473"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye617446"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye432589.1"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye432562.1"",""shape"":[1],""precision"":""Int64""},{""name"":""__mye66752_proxy.1"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye431222.1"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye430368.1"",""shape"":[1],""precision"":""Int64""}]","[{""name"":""present_v7"",""shape"":[1,8,-1,128],""precision"":""Half""},{""name"":""/Expand_15_output_0'.1"",""shape"":[1,8,2,-1,128],""precision"":""Half""}]",inputs=Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64|outputs=Half;Half,__myl_ResConResRep_0x9d40828c020eb6bb972be950c35191c1
182,__mye676960_myl0_182,signal,,[],[],inputs=NONE|outputs=NONE,UNKNOWN
183,__mye676954_myl0_183,wait,,[],[],inputs=NONE|outputs=NONE,UNKNOWN
184,__myl_FcCas_myl0_184,fusion,[ONNX Layer: /k_proj_7/MatMul];[ONNX Layer: /k_proj_7/MatMul__a_dequant];[ONNX Layer: /k_proj_7/MatMul__a_quant];[ONNX Layer: /k_proj_7/MatMul__w_dequant],"[{""name"":""__myln_k_arg__bb1_2843"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye617587dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]","[{""name"":""__myln_k_arg__bb1_2848"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
185,__myl_ResMulMea_myl0_185,kgen,[ONNX Layer: /Reshape_57];[ONNX Layer: /k_norm_7/Pow];[ONNX Layer: /k_norm_7/ReduceMean],"[{""name"":""__myln_k_arg__bb1_2848"",""shape"":[1,1,1024],""precision"":""Half""}]","[{""name"":""__myln_k_arg__bb1_2850"",""shape"":[1,1,8,1],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_2849"",""shape"":[1,1,8,128],""precision"":""Half""}]",inputs=Half|outputs=Half;Half,__myl_ResMulMea_0x3c91498c3beee36a5653966af1581a8a
186,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_myl0_186,kgen,[ONNX Layer: /k_norm_7/Add];[ONNX Layer: /k_norm_7/Sqrt];[ONNX Layer: /k_norm_7/Mul];[ONNX Layer: /k_norm_7/Mul_1];[ONNX Layer: /Transpose_36];[ONNX Layer: /Slice_30];[ONNX Layer: /Slice_31];[ONNX Layer: /Concat_89];[ONNX Layer: /Mul_67];[ONNX Layer: /Add_29];[ONNX Layer: /Mul_66];[ONNX Layer: /Unsqueeze_167];[ONNX Layer: /Reshape_60];[ONNX Layer: /Transpose_38];[ONNX Layer: /Expand_14];[ONNX Layer: /Concat_90];[ONNX Layer: /Neg_15];[ONNX Layer: /k_norm_7/Div],"[{""name"":""past_k7"",""shape"":[1,8,-1,128],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_2685"",""shape"":[1,1,1,128],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_2684"",""shape"":[1,1,1,128],""precision"":""Half""},{""name"":""stack_layers_7_self_attn_k_norm_weight _ ONNXTRT_Broadcast_2032_constantHalf"",""shape"":[1,1,1,128],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_2849"",""shape"":[1,1,8,128],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_2850"",""shape"":[1,1,8,1],""precision"":""Half""},{""name"":""proxy___mye669926"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye669965"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye669990"",""shape"":[1],""precision"":""Int64""},{""name"":""__mye66760_proxy.1"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye617849"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye617822"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye617789"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye617762"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye617729"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye617696"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye617669"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye617636"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye617609"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye432649.1"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye432622.1"",""shape"":[1],""precision"":""Int64""},{""name"":""__mye66752_proxy.1"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye430550.1"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye430368.1"",""shape"":[1],""precision"":""Int64""}]","[{""name"":""present_k7"",""shape"":[1,8,-1,128],""precision"":""Half""},{""name"":""shuffle_output_/Reshape_60 _ /Transpose_38_first_transpose_output.1"",""shape"":[1,16,128,-1],""precision"":""Half""}]",inputs=Half;Half;Half;Half;Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64|outputs=Half;Half,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_0x5aea462b6a819ceadd3ebb32874c078f
187,__mye676956_myl0_187,signal,,[],[],inputs=NONE|outputs=NONE,UNKNOWN
188,__myl_FcCas_myl0_188,fusion,[ONNX Layer: /q_proj_7/MatMul];[ONNX Layer: /q_proj_7/MatMul__a_dequant];[ONNX Layer: /q_proj_7/MatMul__a_quant];[ONNX Layer: /q_proj_7/MatMul__w_dequant],"[{""name"":""__myln_k_arg__bb1_2842"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye617592dconst"",""shape"":[1,1024,2048],""precision"":""Int8""}]","[{""name"":""__myln_k_arg__bb1_2853"",""shape"":[1,1,2048],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
189,__myl_ResMulMea_myl0_189,kgen,[ONNX Layer: /Reshape_56];[ONNX Layer: /q_norm_7/Pow];[ONNX Layer: /q_norm_7/ReduceMean],"[{""name"":""__myln_k_arg__bb1_2853"",""shape"":[1,1,2048],""precision"":""Half""}]","[{""name"":""__myln_k_arg__bb1_2855"",""shape"":[1,1,16,1],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_2854"",""shape"":[1,1,16,128],""precision"":""Half""}]",inputs=Half|outputs=Half;Half,__myl_ResMulMea_0xf2413012cd9ac6341b95d78f3432c656
190,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_myl0_190,kgen,[ONNX Layer: /q_norm_7/Add];[ONNX Layer: /q_norm_7/Sqrt];[ONNX Layer: /q_norm_7/Mul];[ONNX Layer: /q_norm_7/Mul_1];[ONNX Layer: /Transpose_35];[ONNX Layer: /Slice_28];[ONNX Layer: /Slice_29];[ONNX Layer: /Concat_88];[ONNX Layer: /Mul_65];[ONNX Layer: /Add_28];[ONNX Layer: /Mul_64];[ONNX Layer: /Neg_14];[ONNX Layer: /q_norm_7/Div],"[{""name"":""__myln_k_arg__bb1_2685"",""shape"":[1,1,1,128],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_2684"",""shape"":[1,1,1,128],""precision"":""Half""},{""name"":""stack_layers_7_self_attn_q_norm_weight _ ONNXTRT_Broadcast_2014_constantHalf"",""shape"":[1,1,1,128],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_2854"",""shape"":[1,1,16,128],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_2855"",""shape"":[1,1,16,1],""precision"":""Half""}]","[{""name"":""/Add_28_output_0'.1"",""shape"":[1,16,1,128],""precision"":""Half""}]",inputs=Half;Half;Half;Half;Half|outputs=Half,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_0xf1ba08cc3beaba8ee91b0504be9c2cf4
191,__mye676958_myl0_191,wait,,[],[],inputs=NONE|outputs=NONE,UNKNOWN
192,/MatMul_14_myl0_192,gemm,[ONNX Layer: /MatMul_14],"[{""name"":""/Add_28_output_0'.1"",""shape"":[16,1,128],""precision"":""Half""},{""name"":""shuffle_output_/Reshape_60 _ /Transpose_38_first_transpose_output.1"",""shape"":[16,128,-1],""precision"":""Half""},{""name"":""__mye568543/MatMul_14_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye568544/MatMul_14_beta"",""shape"":[1],""precision"":""Float""}]","[{""name"":""__mye568540"",""shape"":[16,1,-1],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2
193,__myl_MulMaxSubExpSumDivMul_myl0_193,kgen,[ONNX Layer: /Mul_70];[ONNX Layer: /Softmax_7],"[{""name"":""__mye568540"",""shape"":[1,16,1,-1],""precision"":""Half""},{""name"":""__mye66760_proxy.1"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye312316.1"",""shape"":[1],""precision"":""Int64""}]","[{""name"":""/Softmax_7_output'.1"",""shape"":[1,16,1,-1],""precision"":""Half""}]",inputs=Half;Int64;Int64|outputs=Half,__myl_MulMaxSubExpSumDivMul_0x1108f5a078d6e65507c06537b9b2e43f
194,__mye676962_myl0_194,wait,,[],[],inputs=NONE|outputs=NONE,UNKNOWN
195,/MatMul_15_myl0_195,gemm,[ONNX Layer: /MatMul_15],"[{""name"":""/Softmax_7_output'.1"",""shape"":[16,1,-1],""precision"":""Half""},{""name"":""/Expand_15_output_0'.1"",""shape"":[16,-1,128],""precision"":""Half""},{""name"":""__mye568564/MatMul_15_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye568565/MatMul_15_beta"",""shape"":[1],""precision"":""Float""}]","[{""name"":""__myln_k_arg__bb1_2859"",""shape"":[16,1,128],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2
196,__myl_MulMinMaxRouCas_myl0_196,kgen,[ONNX Layer: /o_proj_7/MatMul__a_quant],"[{""name"":""__myln_k_arg__bb1_2859"",""shape"":[16,1,128],""precision"":""Half""}]","[{""name"":""__mye574550_q8"",""shape"":[16,1,128],""precision"":""Int8""}]",inputs=Half|outputs=Int8,__myl_MulMinMaxRouCas_0x56e74360c3e8a36d72970af72bdd3e2b
197,__myl_FcCasAdd_myl0_197,fusion,[ONNX Layer: /o_proj_7/MatMul];[ONNX Layer: /o_proj_7/MatMul__a_dequant];[ONNX Layer: /o_proj_7/MatMul__a_quant];[ONNX Layer: /o_proj_7/MatMul__w_dequant];[ONNX Layer: /Add_30],"[{""name"":""hidden_l6"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye574550_q8"",""shape"":[1,1,2048],""precision"":""Int8""},{""name"":""__mye617944dconst"",""shape"":[1,2048,1024],""precision"":""Int8""}]","[{""name"":""__myln_k_arg__bb1_2861"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
198,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_myl0_198,kgen,[ONNX Layer: /post_attention_layernorm_7/Pow];[ONNX Layer: /post_attention_layernorm_7/ReduceMean];[ONNX Layer: /post_attention_layernorm_7/Add];[ONNX Layer: /post_attention_layernorm_7/Div];[ONNX Layer: /post_attention_layernorm_7/Sqrt];[ONNX Layer: /post_attention_layernorm_7/Mul];[ONNX Layer: /post_attention_layernorm_7/Mul_1];[ONNX Layer: /gate_proj_7/MatMul__a_quant],"[{""name"":""stack_layers_7_post_attention_layernorm_weight _ ONNXTRT_Broadcast_2263_constantHalf"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_2861"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_2861"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_2861"",""shape"":[1,1,1024],""precision"":""Half""}]","[{""name"":""__myln_k_arg__bb1_2863"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__myln_k_arg__bb1_2862"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Half;Half;Half|outputs=Int8;Half,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0xc17a9e1c8880e75049e64b4f3bf21f16
199,/up_proj_7/MatMul_myl0_199,gemm,[ONNX Layer: /up_proj_7/MatMul],"[{""name"":""__myln_k_arg__bb1_2862"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye617949dconst"",""shape"":[1,1024,3072],""precision"":""Half""},{""name"":""__mye568588/up_proj_7/MatMul_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye568589/up_proj_7/MatMul_beta"",""shape"":[1],""precision"":""Float""}]","[{""name"":""__myln_k_arg__bb1_2864"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16
200,__myl_FcCasNegExpAddDivMulMul_myl0_200,fusion,[ONNX Layer: /gate_proj_7/MatMul];[ONNX Layer: /gate_proj_7/MatMul__a_dequant];[ONNX Layer: /gate_proj_7/MatMul__a_quant];[ONNX Layer: /gate_proj_7/MatMul__w_dequant];[ONNX Layer: /Mul_71];[ONNX Layer: /Mul_72];[ONNX Layer: /Sigmoid_7],"[{""name"":""__myln_k_arg__bb1_2864"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_2863"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye617954dconst"",""shape"":[1,1024,3072],""precision"":""Int8""}]","[{""name"":""__myln_k_arg__bb1_2865"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
201,__myl_FcAdd_myl0_201,fusion,[ONNX Layer: /down_proj_7/MatMul];[ONNX Layer: /Add_31],"[{""name"":""__myln_k_arg__bb1_2861"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_2865"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""onnx__MatMul_7816 _ ONNXTRT_Broadcast_2272_constantHalf"",""shape"":[1,3072,1024],""precision"":""Half""}]","[{""name"":""hidden_l7"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Half;Half|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_by_fusion_tactic
202,__myl_MulMeaAddSqrDivMulDivMinMaxRouCasDivMinMaxRouCasDivMinMaxRouCas_myl0_202,kgen,[ONNX Layer: /q_proj_8/MatMul__a_quant];[ONNX Layer: /k_proj_8/MatMul__a_quant];[ONNX Layer: /v_proj_8/MatMul__a_quant];[ONNX Layer: /input_layernorm_8/Mul];[ONNX Layer: /input_layernorm_8/Sqrt];[ONNX Layer: /input_layernorm_8/Div];[ONNX Layer: /input_layernorm_8/Add];[ONNX Layer: /input_layernorm_8/ReduceMean];[ONNX Layer: /input_layernorm_8/Pow],"[{""name"":""hidden_l7"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""hidden_l7"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""hidden_l7"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye609459_dconst"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye609486_dconst"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye609513_dconst"",""shape"":[1,1,1024],""precision"":""Half""}]","[{""name"":""__myln_k_arg__bb1_2869"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__myln_k_arg__bb1_2868"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__myln_k_arg__bb1_2867"",""shape"":[1,1,1024],""precision"":""Int8""}]",inputs=Half;Half;Half;Half;Half;Half|outputs=Int8;Int8;Int8,__myl_MulMeaAddSqrDivMulDivMinMaxRouCasDivMinMaxRouCasDivMinMaxRouCas_0x9f2c300bb597625319cadec4728f9bc5
203,__mye676964_myl0_203,signal,,[],[],inputs=NONE|outputs=NONE,UNKNOWN
204,__mye676966_myl0_204,wait,,[],[],inputs=NONE|outputs=NONE,UNKNOWN
205,__myl_FcCas_myl0_205,fusion,[ONNX Layer: /v_proj_8/MatMul];[ONNX Layer: /v_proj_8/MatMul__a_dequant];[ONNX Layer: /v_proj_8/MatMul__a_quant];[ONNX Layer: /v_proj_8/MatMul__w_dequant],"[{""name"":""__myln_k_arg__bb1_2869"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye617959dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]","[{""name"":""__myln_k_arg__bb1_2870"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
206,__myl_ResConResRep_myl0_206,kgen,[ONNX Layer: /Reshape_66];[ONNX Layer: /Transpose_42];[ONNX Layer: /Unsqueeze_194];[ONNX Layer: /Expand_17];[ONNX Layer: /Concat_103],"[{""name"":""past_v8"",""shape"":[1,8,-1,128],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_2870"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""proxy___mye670112"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye670157"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye670182"",""shape"":[1],""precision"":""Int64""},{""name"":""__mye66760_proxy.1"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye618096"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye618063"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye618036"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye618003"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye617976"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye432709.1"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye432682.1"",""shape"":[1],""precision"":""Int64""},{""name"":""__mye66752_proxy.1"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye431246.1"",""shape"":[1],""precision"":""Int64""},{""name"":""proxy___mye430368.1"",""shape"":[1],""precision"":""Int64""}]","[{""name"":""present_v8"",""shape"":[1,8,-1,128],""precision"":""Half""},{""name"":""/Expand_17_output_0'.1"",""shape"":[1,8,2,-1,128],""precision"":""Half""}]",inputs=Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64|outputs=Half;Half,__myl_ResConResRep_0x9d40828c020eb6bb972be950c35191c1
207,__mye676974_myl0_207,signal,,[],[],inputs=NONE|outputs=NONE,UNKNOWN
208,__mye676968_myl0_208,wait,,[],[],inputs=NONE|outputs=NONE,UNKNOWN
209,__myl_FcCas_myl0_209,fusion,[ONNX Layer: /k_proj_8/MatMul];[ONNX Layer: /k_proj_8/MatMul__a_dequant];[ONNX Layer: /k_proj_8/MatMul__a_quant];[ONNX Layer: /k_proj_8/MatMul__w_dequant],"[{""name"":""__myln_k_arg__bb1_2868"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye618117dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]","[{""name"":""__myln_k_arg__bb1_2873"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
210,__myl_ResMulMea_myl0_210,kgen,[ONNX Layer: /Reshape_65];[ONNX Layer: /k_norm_8/Pow];[ONNX Layer: /k_norm_8/ReduceMean],"[{""name"":""__myln_k_arg__bb1_2873"",""shape"":[1,1,1024],""precision"":""Half""}]","[{""name"":""__myln_k_arg__bb1_2875"",""shape"":[1,1,8,1],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_2874"",""shape"":[1,1,8,128],""precision"":""Half""}]",inputs=Half|outputs=Half;Half,__myl_ResMulMea_0x3c91498c3beee36a5653966af1581a8a
