layer_id,layer_name,layer_type,precision,input_shape,output_shape,tactic
115,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_myl0_115,kgen,inputs=Half;Half;Half;Half;Half|outputs=Half,1x1x1x128;1x1x1x128;1x1x1x128;1x1x16x128;1x1x16x1,1x16x1x128,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_0xf1ba08cc3beaba8ee91b0504be9c2cf4
116,__mye676916_myl0_116,wait,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
117,/MatMul_8_myl0_117,gemm,inputs=Half;Half;Float;Float|outputs=Half,16x1x128;16x128x-1;1;1,16x1x-1,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2
118,__myl_MulMaxSubExpSumDivMul_myl0_118,kgen,inputs=Half;Int64;Int64|outputs=Half,1x16x1x-1;1;1,1x16x1x-1,__myl_MulMaxSubExpSumDivMul_0x1108f5a078d6e65507c06537b9b2e43f
119,__mye676920_myl0_119,wait,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
120,/MatMul_9_myl0_120,gemm,inputs=Half;Half;Float;Float|outputs=Half,16x1x-1;16x-1x128;1;1,16x1x128,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2
121,__myl_MulMinMaxRouCas_myl0_121,kgen,inputs=Half|outputs=Int8,16x1x128,16x1x128,__myl_MulMinMaxRouCas_0x8dd8f4f93c6a1e7d8a5025e20f21222e
122,__myl_FcCasAdd_myl0_122,fusion,inputs=Half;Int8;Int8|outputs=Half,1x1x1024;1x1x2048;1x2048x1024,1x1x1024,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
123,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_myl0_123,kgen,inputs=Half;Half;Half;Half|outputs=Int8;Half,1x1x1024;1x1x1024;1x1x1024;1x1x1024,1x1x1024;1x1x1024,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0xa203a21bb9a2ead322f314c5ed6c45fd
124,/up_proj_4/MatMul_myl0_124,gemm,inputs=Half;Half;Float;Float|outputs=Half,1x1x1024;1x1024x3072;1;1,1x1x3072,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16
125,__myl_FcCasNegExpAddDivMulMul_myl0_125,fusion,inputs=Half;Int8;Int8|outputs=Half,1x1x3072;1x1x1024;1x1024x3072,1x1x3072,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
126,__myl_FcAdd_myl0_126,fusion,inputs=Half;Half;Half|outputs=Half,1x1x1024;1x1x3072;1x3072x1024,1x1x1024,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_by_fusion_tactic
127,__myl_MulMeaAddSqrDivMulDivMinMaxRouCasDivMinMaxRouCasDivMinMaxRouCas_myl0_127,kgen,inputs=Half;Half;Half;Half;Half;Half|outputs=Int8;Int8;Int8,1x1x1024;1x1x1024;1x1x1024;1x1x1024;1x1x1024;1x1x1024,1x1x1024;1x1x1024;1x1x1024,__myl_MulMeaAddSqrDivMulDivMinMaxRouCasDivMinMaxRouCasDivMinMaxRouCas_0x9f2c300bb597625319cadec4728f9bc5
128,__mye676922_myl0_128,signal,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
129,__mye676924_myl0_129,wait,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
130,__myl_FcCas_myl0_130,fusion,inputs=Int8;Int8|outputs=Half,1x1x1024;1x1024x1024,1x1x1024,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
131,__myl_ResConResRep_myl0_131,kgen,inputs=Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64|outputs=Half;Half,1x8x-1x128;1x1x1024;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1x8x-1x128;1x8x2x-1x128,__myl_ResConResRep_0x9d40828c020eb6bb972be950c35191c1
132,__mye676932_myl0_132,signal,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
133,__mye676926_myl0_133,wait,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
134,__myl_FcCas_myl0_134,fusion,inputs=Int8;Int8|outputs=Half,1x1x1024;1x1024x1024,1x1x1024,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
135,__myl_ResMulMea_myl0_135,kgen,inputs=Half|outputs=Half;Half,1x1x1024,1x1x8x1;1x1x8x128,__myl_ResMulMea_0x3c91498c3beee36a5653966af1581a8a
136,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_myl0_136,kgen,inputs=Half;Half;Half;Half;Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64|outputs=Half;Half,1x8x-1x128;1x1x1x128;1x1x1x128;1x1x1x128;1x1x8x128;1x1x8x1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1x8x-1x128;1x16x128x-1,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_0x5aea462b6a819ceadd3ebb32874c078f
137,__mye676928_myl0_137,signal,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
138,__myl_FcCas_myl0_138,fusion,inputs=Int8;Int8|outputs=Half,1x1x1024;1x1024x2048,1x1x2048,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
139,__myl_ResMulMea_myl0_139,kgen,inputs=Half|outputs=Half;Half,1x1x2048,1x1x16x1;1x1x16x128,__myl_ResMulMea_0xf2413012cd9ac6341b95d78f3432c656
140,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_myl0_140,kgen,inputs=Half;Half;Half;Half;Half|outputs=Half,1x1x1x128;1x1x1x128;1x1x1x128;1x1x16x128;1x1x16x1,1x16x1x128,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_0xf1ba08cc3beaba8ee91b0504be9c2cf4
141,__mye676930_myl0_141,wait,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
142,/MatMul_10_myl0_142,gemm,inputs=Half;Half;Float;Float|outputs=Half,16x1x128;16x128x-1;1;1,16x1x-1,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2
143,__myl_MulMaxSubExpSumDivMul_myl0_143,kgen,inputs=Half;Int64;Int64|outputs=Half,1x16x1x-1;1;1,1x16x1x-1,__myl_MulMaxSubExpSumDivMul_0x1108f5a078d6e65507c06537b9b2e43f
144,__mye676934_myl0_144,wait,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
145,/MatMul_11_myl0_145,gemm,inputs=Half;Half;Float;Float|outputs=Half,16x1x-1;16x-1x128;1;1,16x1x128,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2
146,__myl_MulMinMaxRouCas_myl0_146,kgen,inputs=Half|outputs=Int8,16x1x128,16x1x128,__myl_MulMinMaxRouCas_0x774908550917e749f75db6185bcae83f
147,__myl_FcCasAdd_myl0_147,fusion,inputs=Half;Int8;Int8|outputs=Half,1x1x1024;1x1x2048;1x2048x1024,1x1x1024,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
148,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_myl0_148,kgen,inputs=Half;Half;Half;Half|outputs=Int8;Half,1x1x1024;1x1x1024;1x1x1024;1x1x1024,1x1x1024;1x1x1024,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0xb2a73dcdcb246645ed7bcf4e6ce7b3cc
149,/up_proj_5/MatMul_myl0_149,gemm,inputs=Half;Half;Float;Float|outputs=Half,1x1x1024;1x1024x3072;1;1,1x1x3072,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16
150,__myl_FcCasNegExpAddDivMulMul_myl0_150,fusion,inputs=Half;Int8;Int8|outputs=Half,1x1x3072;1x1x1024;1x1024x3072,1x1x3072,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
151,__myl_FcAdd_myl0_151,fusion,inputs=Half;Half;Half|outputs=Half,1x1x1024;1x1x3072;1x3072x1024,1x1x1024,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_by_fusion_tactic
152,__myl_MulMeaAddSqrDivMulDivMinMaxRouCasDivMinMaxRouCasDivMinMaxRouCas_myl0_152,kgen,inputs=Half;Half;Half;Half;Half;Half|outputs=Int8;Int8;Int8,1x1x1024;1x1x1024;1x1x1024;1x1x1024;1x1x1024;1x1x1024,1x1x1024;1x1x1024;1x1x1024,__myl_MulMeaAddSqrDivMulDivMinMaxRouCasDivMinMaxRouCasDivMinMaxRouCas_0x9f2c300bb597625319cadec4728f9bc5
153,__mye676936_myl0_153,signal,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
154,__mye676938_myl0_154,wait,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
155,__myl_FcCas_myl0_155,fusion,inputs=Int8;Int8|outputs=Half,1x1x1024;1x1024x1024,1x1x1024,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
156,__myl_ResConResRep_myl0_156,kgen,inputs=Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64|outputs=Half;Half,1x8x-1x128;1x1x1024;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1x8x-1x128;1x8x2x-1x128,__myl_ResConResRep_0x9d40828c020eb6bb972be950c35191c1
157,__mye676946_myl0_157,signal,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
158,__mye676940_myl0_158,wait,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
159,__myl_FcCas_myl0_159,fusion,inputs=Int8;Int8|outputs=Half,1x1x1024;1x1024x1024,1x1x1024,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
160,__myl_ResMulMea_myl0_160,kgen,inputs=Half|outputs=Half;Half,1x1x1024,1x1x8x1;1x1x8x128,__myl_ResMulMea_0x3c91498c3beee36a5653966af1581a8a
161,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_myl0_161,kgen,inputs=Half;Half;Half;Half;Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64|outputs=Half;Half,1x8x-1x128;1x1x1x128;1x1x1x128;1x1x1x128;1x1x8x128;1x1x8x1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1x8x-1x128;1x16x128x-1,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_0x5aea462b6a819ceadd3ebb32874c078f
162,__mye676942_myl0_162,signal,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
163,__myl_FcCas_myl0_163,fusion,inputs=Int8;Int8|outputs=Half,1x1x1024;1x1024x2048,1x1x2048,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
164,__myl_ResMulMea_myl0_164,kgen,inputs=Half|outputs=Half;Half,1x1x2048,1x1x16x1;1x1x16x128,__myl_ResMulMea_0xf2413012cd9ac6341b95d78f3432c656
165,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_myl0_165,kgen,inputs=Half;Half;Half;Half;Half|outputs=Half,1x1x1x128;1x1x1x128;1x1x1x128;1x1x16x128;1x1x16x1,1x16x1x128,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_0xf1ba08cc3beaba8ee91b0504be9c2cf4
166,__mye676944_myl0_166,wait,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
167,/MatMul_12_myl0_167,gemm,inputs=Half;Half;Float;Float|outputs=Half,16x1x128;16x128x-1;1;1,16x1x-1,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2
168,__myl_MulMaxSubExpSumDivMul_myl0_168,kgen,inputs=Half;Int64;Int64|outputs=Half,1x16x1x-1;1;1,1x16x1x-1,__myl_MulMaxSubExpSumDivMul_0x1108f5a078d6e65507c06537b9b2e43f
169,__mye676948_myl0_169,wait,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
170,/MatMul_13_myl0_170,gemm,inputs=Half;Half;Float;Float|outputs=Half,16x1x-1;16x-1x128;1;1,16x1x128,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2
171,__myl_MulMinMaxRouCas_myl0_171,kgen,inputs=Half|outputs=Int8,16x1x128,16x1x128,__myl_MulMinMaxRouCas_0x774908550917e749f75db6185bcae83f
172,__myl_FcCasAdd_myl0_172,fusion,inputs=Half;Int8;Int8|outputs=Half,1x1x1024;1x1x2048;1x2048x1024,1x1x1024,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
173,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_myl0_173,kgen,inputs=Half;Half;Half;Half|outputs=Int8;Half,1x1x1024;1x1x1024;1x1x1024;1x1x1024,1x1x1024;1x1x1024,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0x8b0f22c4a2121702a93d8623b5a12ae4
174,/up_proj_6/MatMul_myl0_174,gemm,inputs=Half;Half;Float;Float|outputs=Half,1x1x1024;1x1024x3072;1;1,1x1x3072,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16
175,__myl_FcCasNegExpAddDivMulMul_myl0_175,fusion,inputs=Half;Int8;Int8|outputs=Half,1x1x3072;1x1x1024;1x1024x3072,1x1x3072,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
176,__myl_FcAdd_myl0_176,fusion,inputs=Half;Half;Half|outputs=Half,1x1x1024;1x1x3072;1x3072x1024,1x1x1024,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_by_fusion_tactic
177,__myl_MulMeaAddSqrDivMulDivMinMaxRouCasDivMinMaxRouCasDivMinMaxRouCas_myl0_177,kgen,inputs=Half;Half;Half;Half;Half;Half|outputs=Int8;Int8;Int8,1x1x1024;1x1x1024;1x1x1024;1x1x1024;1x1x1024;1x1x1024,1x1x1024;1x1x1024;1x1x1024,__myl_MulMeaAddSqrDivMulDivMinMaxRouCasDivMinMaxRouCasDivMinMaxRouCas_0x9f2c300bb597625319cadec4728f9bc5
178,__mye676950_myl0_178,signal,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
179,__mye676952_myl0_179,wait,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
180,__myl_FcCas_myl0_180,fusion,inputs=Int8;Int8|outputs=Half,1x1x1024;1x1024x1024,1x1x1024,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
181,__myl_ResConResRep_myl0_181,kgen,inputs=Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64|outputs=Half;Half,1x8x-1x128;1x1x1024;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1x8x-1x128;1x8x2x-1x128,__myl_ResConResRep_0x9d40828c020eb6bb972be950c35191c1
182,__mye676960_myl0_182,signal,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
183,__mye676954_myl0_183,wait,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
184,__myl_FcCas_myl0_184,fusion,inputs=Int8;Int8|outputs=Half,1x1x1024;1x1024x1024,1x1x1024,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
185,__myl_ResMulMea_myl0_185,kgen,inputs=Half|outputs=Half;Half,1x1x1024,1x1x8x1;1x1x8x128,__myl_ResMulMea_0x3c91498c3beee36a5653966af1581a8a
186,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_myl0_186,kgen,inputs=Half;Half;Half;Half;Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64|outputs=Half;Half,1x8x-1x128;1x1x1x128;1x1x1x128;1x1x1x128;1x1x8x128;1x1x8x1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1x8x-1x128;1x16x128x-1,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_0x5aea462b6a819ceadd3ebb32874c078f
187,__mye676956_myl0_187,signal,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
188,__myl_FcCas_myl0_188,fusion,inputs=Int8;Int8|outputs=Half,1x1x1024;1x1024x2048,1x1x2048,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
189,__myl_ResMulMea_myl0_189,kgen,inputs=Half|outputs=Half;Half,1x1x2048,1x1x16x1;1x1x16x128,__myl_ResMulMea_0xf2413012cd9ac6341b95d78f3432c656
190,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_myl0_190,kgen,inputs=Half;Half;Half;Half;Half|outputs=Half,1x1x1x128;1x1x1x128;1x1x1x128;1x1x16x128;1x1x16x1,1x16x1x128,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_0xf1ba08cc3beaba8ee91b0504be9c2cf4
191,__mye676958_myl0_191,wait,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
192,/MatMul_14_myl0_192,gemm,inputs=Half;Half;Float;Float|outputs=Half,16x1x128;16x128x-1;1;1,16x1x-1,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2
193,__myl_MulMaxSubExpSumDivMul_myl0_193,kgen,inputs=Half;Int64;Int64|outputs=Half,1x16x1x-1;1;1,1x16x1x-1,__myl_MulMaxSubExpSumDivMul_0x1108f5a078d6e65507c06537b9b2e43f
194,__mye676962_myl0_194,wait,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
195,/MatMul_15_myl0_195,gemm,inputs=Half;Half;Float;Float|outputs=Half,16x1x-1;16x-1x128;1;1,16x1x128,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2
196,__myl_MulMinMaxRouCas_myl0_196,kgen,inputs=Half|outputs=Int8,16x1x128,16x1x128,__myl_MulMinMaxRouCas_0x56e74360c3e8a36d72970af72bdd3e2b
197,__myl_FcCasAdd_myl0_197,fusion,inputs=Half;Int8;Int8|outputs=Half,1x1x1024;1x1x2048;1x2048x1024,1x1x1024,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
198,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_myl0_198,kgen,inputs=Half;Half;Half;Half|outputs=Int8;Half,1x1x1024;1x1x1024;1x1x1024;1x1x1024,1x1x1024;1x1x1024,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0xc17a9e1c8880e75049e64b4f3bf21f16
199,/up_proj_7/MatMul_myl0_199,gemm,inputs=Half;Half;Float;Float|outputs=Half,1x1x1024;1x1024x3072;1;1,1x1x3072,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16
200,__myl_FcCasNegExpAddDivMulMul_myl0_200,fusion,inputs=Half;Int8;Int8|outputs=Half,1x1x3072;1x1x1024;1x1024x3072,1x1x3072,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
201,__myl_FcAdd_myl0_201,fusion,inputs=Half;Half;Half|outputs=Half,1x1x1024;1x1x3072;1x3072x1024,1x1x1024,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_by_fusion_tactic
202,__myl_MulMeaAddSqrDivMulDivMinMaxRouCasDivMinMaxRouCasDivMinMaxRouCas_myl0_202,kgen,inputs=Half;Half;Half;Half;Half;Half|outputs=Int8;Int8;Int8,1x1x1024;1x1x1024;1x1x1024;1x1x1024;1x1x1024;1x1x1024,1x1x1024;1x1x1024;1x1x1024,__myl_MulMeaAddSqrDivMulDivMinMaxRouCasDivMinMaxRouCasDivMinMaxRouCas_0x9f2c300bb597625319cadec4728f9bc5
203,__mye676964_myl0_203,signal,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
204,__mye676966_myl0_204,wait,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
205,__myl_FcCas_myl0_205,fusion,inputs=Int8;Int8|outputs=Half,1x1x1024;1x1024x1024,1x1x1024,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
206,__myl_ResConResRep_myl0_206,kgen,inputs=Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64|outputs=Half;Half,1x8x-1x128;1x1x1024;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1x8x-1x128;1x8x2x-1x128,__myl_ResConResRep_0x9d40828c020eb6bb972be950c35191c1
207,__mye676974_myl0_207,signal,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
208,__mye676968_myl0_208,wait,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
209,__myl_FcCas_myl0_209,fusion,inputs=Int8;Int8|outputs=Half,1x1x1024;1x1024x1024,1x1x1024,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
210,__myl_ResMulMea_myl0_210,kgen,inputs=Half|outputs=Half;Half,1x1x1024,1x1x8x1;1x1x8x128,__myl_ResMulMea_0x3c91498c3beee36a5653966af1581a8a
211,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_myl0_211,kgen,inputs=Half;Half;Half;Half;Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64|outputs=Half;Half,1x8x-1x128;1x1x1x128;1x1x1x128;1x1x1x128;1x1x8x128;1x1x8x1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1x8x-1x128;1x16x128x-1,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_0x5aea462b6a819ceadd3ebb32874c078f
212,__mye676970_myl0_212,signal,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
213,__myl_FcCas_myl0_213,fusion,inputs=Int8;Int8|outputs=Half,1x1x1024;1x1024x2048,1x1x2048,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
214,__myl_ResMulMea_myl0_214,kgen,inputs=Half|outputs=Half;Half,1x1x2048,1x1x16x1;1x1x16x128,__myl_ResMulMea_0xf2413012cd9ac6341b95d78f3432c656
215,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_myl0_215,kgen,inputs=Half;Half;Half;Half;Half|outputs=Half,1x1x1x128;1x1x1x128;1x1x1x128;1x1x16x128;1x1x16x1,1x16x1x128,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_0xf1ba08cc3beaba8ee91b0504be9c2cf4
216,__mye676972_myl0_216,wait,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
217,/MatMul_16_myl0_217,gemm,inputs=Half;Half;Float;Float|outputs=Half,16x1x128;16x128x-1;1;1,16x1x-1,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2
218,__myl_MulMaxSubExpSumDivMul_myl0_218,kgen,inputs=Half;Int64;Int64|outputs=Half,1x16x1x-1;1;1,1x16x1x-1,__myl_MulMaxSubExpSumDivMul_0x1108f5a078d6e65507c06537b9b2e43f
219,__mye676976_myl0_219,wait,inputs=NONE|outputs=NONE,NONE,NONE,UNKNOWN
220,/MatMul_17_myl0_220,gemm,inputs=Half;Half;Float;Float|outputs=Half,16x1x-1;16x-1x128;1;1,16x1x128,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2
221,__myl_FcAdd_myl0_221,fusion,inputs=Half;Half;Half|outputs=Half,1x1x1024;1x1x2048;1x2048x1024,1x1x1024,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_by_fusion_tactic
222,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_myl0_222,kgen,inputs=Half;Half;Half;Half|outputs=Int8;Half,1x1x1024;1x1x1024;1x1x1024;1x1x1024,1x1x1024;1x1x1024,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0xeadba79c8105dff3fdb08ce085e7b12c
223,/up_proj_8/MatMul_myl0_223,gemm,inputs=Half;Half;Float;Float|outputs=Half,1x1x1024;1x1024x3072;1;1,1x1x3072,sm80_xmma_gemm_f16f16_f16f32_f32_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16
224,__myl_FcCasNegExpAddDivMulMul_myl0_224,fusion,inputs=Half;Int8;Int8|outputs=Half,1x1x3072;1x1x1024;1x1024x3072,1x1x3072,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic
225,__myl_FcAdd_myl0_225,fusion,inputs=Half;Half;Half|outputs=Half,1x1x1024;1x1x3072;1x3072x1024,1x1x1024,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_by_fusion_tactic
