nvtx_range,source_node_name,kernel_name,kern_instances,total_time_ns,onnx_op_type,operator,trt_layer_id,trt_layer_name,trt_layer_type,tactic,confidence,evidence
myelin-exec:/MatMul_47,/MatMul_47,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,4,171776.0,MatMul,UNKNOWN,593,/MatMul_47_myl0_593,gemm,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,MEDIUM,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + OPERATOR_NAME_NOT_RECOGNIZED
myelin-exec:/MatMul_48,/MatMul_48,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,4,105600.0,MatMul,UNKNOWN,615,/MatMul_48_myl0_615,gemm,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,MEDIUM,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + OPERATOR_NAME_NOT_RECOGNIZED
myelin-exec:/MatMul_49,/MatMul_49,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,4,172032.0,MatMul,UNKNOWN,618,/MatMul_49_myl0_618,gemm,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,MEDIUM,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + OPERATOR_NAME_NOT_RECOGNIZED
myelin-exec:/MatMul_5,/MatMul_5,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,4,130304.0,MatMul,UNKNOWN,70,/MatMul_5_myl0_70,gemm,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,MEDIUM,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + OPERATOR_NAME_NOT_RECOGNIZED
myelin-exec:/MatMul_50,/MatMul_50,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,4,105888.0,MatMul,UNKNOWN,640,/MatMul_50_myl0_640,gemm,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,MEDIUM,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + OPERATOR_NAME_NOT_RECOGNIZED
myelin-exec:/MatMul_51,/MatMul_51,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,4,170240.0,MatMul,UNKNOWN,643,/MatMul_51_myl0_643,gemm,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,MEDIUM,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + OPERATOR_NAME_NOT_RECOGNIZED
myelin-exec:/MatMul_52,/MatMul_52,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,4,105760.0,MatMul,UNKNOWN,665,/MatMul_52_myl0_665,gemm,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,MEDIUM,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + OPERATOR_NAME_NOT_RECOGNIZED
myelin-exec:/MatMul_53,/MatMul_53,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,4,171552.0,MatMul,UNKNOWN,668,/MatMul_53_myl0_668,gemm,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,MEDIUM,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + OPERATOR_NAME_NOT_RECOGNIZED
myelin-exec:/MatMul_54,/MatMul_54,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,4,107456.0,MatMul,UNKNOWN,690,/MatMul_54_myl0_690,gemm,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,MEDIUM,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + OPERATOR_NAME_NOT_RECOGNIZED
myelin-exec:/MatMul_55,/MatMul_55,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,4,170368.0,MatMul,UNKNOWN,693,/MatMul_55_myl0_693,gemm,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,MEDIUM,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + OPERATOR_NAME_NOT_RECOGNIZED
myelin-exec:/MatMul_6,/MatMul_6,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,4,77792.0,MatMul,UNKNOWN,92,/MatMul_6_myl0_92,gemm,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,MEDIUM,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + OPERATOR_NAME_NOT_RECOGNIZED
myelin-exec:/MatMul_7,/MatMul_7,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,4,132224.0,MatMul,UNKNOWN,95,/MatMul_7_myl0_95,gemm,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,MEDIUM,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + OPERATOR_NAME_NOT_RECOGNIZED
myelin-exec:/MatMul_8,/MatMul_8,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,4,79136.0,MatMul,UNKNOWN,117,/MatMul_8_myl0_117,gemm,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,MEDIUM,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + OPERATOR_NAME_NOT_RECOGNIZED
myelin-exec:/MatMul_9,/MatMul_9,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2_execute_kernel_trt,4,129728.0,MatMul,UNKNOWN,120,/MatMul_9_myl0_120,gemm,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,MEDIUM,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + OPERATOR_NAME_NOT_RECOGNIZED
myelin-exec:/gate_proj_27/MatMul,/gate_proj_27/MatMul,trt_ampere_h16816gemm_128x64_ldg8_nn_v1,3,648512.0,MatMul,gate_proj,697,__myl_FcNegExpAddDivMulMul_myl0_697,fusion,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj/MatMul,/up_proj/MatMul,trt_ampere_h16816gemm_128x64_ldg8_nn_v1,3,640352.0,MatMul,up_proj,22,/up_proj/MatMul_myl0_22,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj/MatMul,/up_proj/MatMul,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,4,591392.0,MatMul,up_proj,22,/up_proj/MatMul_myl0_22,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_1/MatMul,/up_proj_1/MatMul,trt_ampere_h16816gemm_256x64_ldg8_tn_v1,3,581248.0,MatMul,up_proj,51,/up_proj_1/MatMul_myl0_51,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_1/MatMul,/up_proj_1/MatMul,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,4,580128.0,MatMul,up_proj,51,/up_proj_1/MatMul_myl0_51,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_10/MatMul,/up_proj_10/MatMul,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,4,709248.0,MatMul,up_proj,273,/up_proj_10/MatMul_myl0_273,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_10/MatMul,/up_proj_10/MatMul,trt_ampere_h16816gemm_128x64_ldg8_nn_v1,3,672320.0,MatMul,up_proj,273,/up_proj_10/MatMul_myl0_273,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_11/MatMul,/up_proj_11/MatMul,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,4,716928.0,MatMul,up_proj,298,/up_proj_11/MatMul_myl0_298,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_11/MatMul,/up_proj_11/MatMul,trt_ampere_h16816gemm_128x64_ldg8_nn_v1,3,658080.0,MatMul,up_proj,298,/up_proj_11/MatMul_myl0_298,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_12/MatMul,/up_proj_12/MatMul,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,4,715872.0,MatMul,up_proj,323,/up_proj_12/MatMul_myl0_323,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_12/MatMul,/up_proj_12/MatMul,trt_ampere_h16816gemm_128x64_ldg8_nn_v1,3,662144.0,MatMul,up_proj,323,/up_proj_12/MatMul_myl0_323,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_13/MatMul,/up_proj_13/MatMul,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,4,715200.0,MatMul,up_proj,348,/up_proj_13/MatMul_myl0_348,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_13/MatMul,/up_proj_13/MatMul,trt_ampere_h16816gemm_128x64_ldg8_nn_v1,3,643008.0,MatMul,up_proj,348,/up_proj_13/MatMul_myl0_348,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_14/MatMul,/up_proj_14/MatMul,sm80_xmma_gemm_f16f16_f16f32_f32_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,4,715616.0,MatMul,up_proj,372,/up_proj_14/MatMul_myl0_372,gemm,sm80_xmma_gemm_f16f16_f16f32_f32_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_14/MatMul,/up_proj_14/MatMul,trt_ampere_h16816gemm_128x64_ldg8_nn_v1,3,638080.0,MatMul,up_proj,372,/up_proj_14/MatMul_myl0_372,gemm,sm80_xmma_gemm_f16f16_f16f32_f32_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_15/MatMul,/up_proj_15/MatMul,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,4,713952.0,MatMul,up_proj,397,/up_proj_15/MatMul_myl0_397,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_15/MatMul,/up_proj_15/MatMul,trt_ampere_h16816gemm_128x64_ldg8_nn_v1,3,666976.0,MatMul,up_proj,397,/up_proj_15/MatMul_myl0_397,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_16/MatMul,/up_proj_16/MatMul,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,4,721888.0,MatMul,up_proj,422,/up_proj_16/MatMul_myl0_422,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_16/MatMul,/up_proj_16/MatMul,trt_ampere_h16816gemm_128x64_ldg8_nn_v1,3,666848.0,MatMul,up_proj,422,/up_proj_16/MatMul_myl0_422,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_17/MatMul,/up_proj_17/MatMul,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,4,705760.0,MatMul,up_proj,447,/up_proj_17/MatMul_myl0_447,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_17/MatMul,/up_proj_17/MatMul,trt_ampere_h16816gemm_128x64_ldg8_nn_v1,3,679680.0,MatMul,up_proj,447,/up_proj_17/MatMul_myl0_447,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_18/MatMul,/up_proj_18/MatMul,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,4,721184.0,MatMul,up_proj,472,/up_proj_18/MatMul_myl0_472,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_18/MatMul,/up_proj_18/MatMul,trt_ampere_h16816gemm_128x64_ldg8_nn_v1,3,669760.0,MatMul,up_proj,472,/up_proj_18/MatMul_myl0_472,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_19/MatMul,/up_proj_19/MatMul,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,4,711520.0,MatMul,up_proj,497,/up_proj_19/MatMul_myl0_497,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_19/MatMul,/up_proj_19/MatMul,trt_ampere_h16816gemm_128x64_ldg8_nn_v1,3,637056.0,MatMul,up_proj,497,/up_proj_19/MatMul_myl0_497,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_2/MatMul,/up_proj_2/MatMul,trt_ampere_h16816gemm_256x64_ldg8_tn_v1,3,587072.0,MatMul,up_proj,74,/up_proj_2/MatMul_myl0_74,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_2/MatMul,/up_proj_2/MatMul,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,4,578944.0,MatMul,up_proj,74,/up_proj_2/MatMul_myl0_74,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_20/MatMul,/up_proj_20/MatMul,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,4,756448.0,MatMul,up_proj,522,/up_proj_20/MatMul_myl0_522,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_20/MatMul,/up_proj_20/MatMul,trt_ampere_h16816gemm_128x64_ldg8_nn_v1,3,623648.0,MatMul,up_proj,522,/up_proj_20/MatMul_myl0_522,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_21/MatMul,/up_proj_21/MatMul,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,4,776928.0,MatMul,up_proj,547,/up_proj_21/MatMul_myl0_547,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_21/MatMul,/up_proj_21/MatMul,trt_ampere_h16816gemm_128x64_ldg8_nn_v1,3,673696.0,MatMul,up_proj,547,/up_proj_21/MatMul_myl0_547,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
myelin-exec:/up_proj_22/MatMul,/up_proj_22/MatMul,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_kernel_trt,4,793600.0,MatMul,up_proj,572,/up_proj_22/MatMul_myl0_572,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,HIGH,NSYS_NVTX_RANGE_EXACT_NODE_PATH + ONNX_NODE_PRESENT + TRT_INSPECTOR_METADATA_EXACT_NODE + RECOGNIZED_QWEN3_PROJECTION_NODE_NAME
